stage,eye,glial,mesenchyme,neural,olfactory,periderm,spinal.cord
 10-12,0,0,0,4.95,0,0,0
 14-21,0,0,0,0.83,0,0,0
 24-34,0,0,0.61,0.7,0,0.87,0
 36-46,0,0,0,0.59,0,0,0
 48-58,0.95,0,0,11.76,0,0,0.88
 60-70,0,0,0,4.39,0,0,4.46
 72-82,0,0.9,0,5.73,0,0.59,0
 96-106,0,0,0,0,11.63,0,0
108-118,0,0,0,8.25,0,0,0
120,19.65,0,0,0,0,0,0
