stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,83.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66,4.49,0,0,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.45,0,0,0,25.18,0,0,5.47,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,53.82,1.99,0,7.34,0,0,0,1.51,3.75,0,0,0,0,0,0,0,0,6.63,0,0,0.85,52.14,2.59,0,0.84,0,0,4.15,0,12.86,0.85,0,6.05,19.06,0,0,0.81,0,0
 24-34,0,1.27,1.48,9.79,0,0,5.15,0,0.61,0,1.91,0,1.41,0,0,4.28,0,0.75,0.94,2.66,2.81,0,0,3.46,42.17,3.46,4.79,0,0,0,26.55,0,0,2.24,0,2.57,4.41,0,0,9.37,0,0
 36-46,0,0,0,1.87,0,0,4.84,0,0,0,8.79,0.95,0,0.88,4.15,4.26,0,3.59,0,6.75,4.94,0,0,0.75,40.46,2.35,6.65,0,0,0,21.47,0,0,1.67,0,0,6.85,0,0,3.51,0,7.93
 48-58,0,0,0,0.79,0,0,11.17,0,0.93,1.27,0.41,0,0,0,0.37,5.82,0.83,2.21,0,4.41,5.15,0.5,0,3.57,29.28,7.87,3.83,8.88,0,0,31.34,0,0,0,1.28,0,7.23,0,0,7.8,0,3.59
 60-70,0,1.14,0,18.53,0,0,30.71,0,8.45,0,16.98,3.28,0,0,4.57,1.43,0,2.21,3.48,0.73,21.06,0,0,0,48.69,10.45,4.44,0,0,0,17.36,0,0,0,0,0,12.14,0.77,1.03,7.76,0.71,25.67
 72-82,0,3.58,0,4.55,0.67,0,42.1,1.11,0,1.19,36.84,14.24,0,0,3.12,3.89,0,0.6,1.89,0.57,17.97,1.38,0.75,0.5,86.62,4.93,6.99,0.89,0,0,13.45,0,0,1.98,0,0,6.62,6.02,0.5,9.74,0,9.48
 84-94,0,7.85,0.78,9.78,0.64,2.3,49.01,5.38,1.37,3.01,54.54,12.03,0,0,12.99,7,13.37,2,2.5,0.99,30.13,3.65,1.98,3.72,68.59,0,9.34,0.58,0,0,24.66,0,0,6.1,1.57,0,5.59,1.68,1.47,10.84,0.57,0
 96-106,0,5.26,0,15.75,1.27,0.94,53.18,0,4.15,9.27,71.76,17.82,0,13.81,6.25,16,0,5.33,28.04,0,44.47,1.26,6.67,5.07,65.33,1.51,14.32,10.86,0,3.92,25.78,3.82,0,2.39,0,0,2.02,0,10.69,7.3,3.14,7.72
108-118,0,4.7,0.61,20.67,4.6,2.42,48.11,0,3.46,2.4,74.1,17.84,0,0,7.04,10.65,6.68,2.28,22.11,0,48.5,3.35,0.57,4.32,129.95,0.67,19.25,5.74,0,3.72,24.78,0,0,3.3,1.56,0,6.75,3.88,2.54,19.09,0,4.49
120,0,4.51,0,24.5,0,2.76,13.53,0,1.91,0,94.58,14.43,0,0,5.48,2.95,7.87,6.19,16.27,0,32.65,1.49,0,5.73,132.57,1.12,22.31,9.02,0,0,17.18,0,0,0,1.63,0,9.51,0,0,7.86,0,0
