stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,34.12,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,22.51,0,0,0,3.78,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,156.17,0,0,0,40.03,0,5.41,0,14.66,0,0,5.09,0,0,0,0,0
 14-21,0,0,5.24,109.42,38.53,0,15.07,0,0,0,9.77,7.04,0,0,0,0,0,0,0,1.07,43.08,0,0,25.05,170.46,8.98,0,7.84,4.1,0,43.66,14.95,10.35,3.34,23.23,84.69,0,0,9.21,0,0.97
 24-34,0,0,4.24,143.48,2.72,0,50.63,0,1.59,0.76,28.38,0.63,0,18.42,0,0,0,0,0,7.97,131.73,1.03,0,64.06,502.33,4.02,8.7,10.27,0,0.99,316.53,0,9.86,5.05,2.64,150.36,0,0,52.56,0,6.66
 36-46,0,0,1.71,124.28,0,0,13.38,15.14,17.94,3.42,53.94,1.5,0,2.08,0.63,7.86,3.2,5.19,0.8,9.79,103.91,1.45,3.41,16.22,305.02,12,7.03,8.52,0,0,284.33,0,4.81,27.69,0,91.29,0,0,59.15,0,17.29
 48-58,0,0,0.57,81.33,0.45,0,42.48,17.74,13.94,3.06,59.51,1.12,0,5.07,3.41,0,2.06,5.07,1.48,10.32,128.57,1.51,5.29,23.69,272.12,4.87,2.69,14.15,0,0,119.73,0,2,4.05,0,101.97,0,0.42,18.72,0,28.44
 60-70,0,0,0,91.37,0.59,0,37.65,4.14,39.56,3.81,49.82,6.76,0,0.59,7.89,1.23,7.13,7.33,1.74,7.52,121.28,0.79,7.49,13.57,302.65,4.48,2.5,15.17,0,2.69,81.56,0,6.4,2.96,0,40.49,0.61,3.21,40.97,1.13,18.33
 72-82,0,0.69,0,98.57,2.51,0,44.83,2,7.42,1.64,46.33,7.87,0,1.67,0.51,0.53,7.02,5.1,0,6.18,147.27,0.58,20.37,11.03,457.5,2.57,1.81,9.61,0,0,89.33,0,3.09,1.33,0,19.05,1.23,0,55.26,0,10.58
 84-94,0,0,1.34,197.22,2.9,0,47.95,2,24.17,2.93,53.94,16.6,0,0,3.86,1.17,9.68,3.95,1.71,41.15,89.7,3.09,16.52,14.75,258.67,0.69,7.66,16.95,0,2.3,210.14,0,11.39,0,0,8.83,8.28,1.03,30.43,5.97,35.6
 96-106,0,0,2.44,168.12,22.87,0,59.03,0,17.61,0,54.24,43.49,0,5.21,5.8,9.6,9.33,9.38,5.42,10.94,73.22,3.71,1.74,3.93,223.08,3.4,14.49,15.66,0,2.93,220.92,0,1.68,2.03,0,10.58,23.14,3.19,49.2,5.93,37.01
108-118,0,1.84,4.59,257.08,9.91,1.08,31.82,2.97,55.04,1.77,58.03,36.47,0,2.54,5.77,23.34,32.01,10.28,12.99,37.99,117.36,11.16,10.83,9.63,232.36,4.64,12.72,28,0,3.95,338.64,0,7.85,2.05,0,4.37,34.48,0.96,40.78,3.9,78.9
120,0,0,0,121.09,13.09,0,51.78,1.23,18.5,10.14,40.68,15.17,0,3.15,11.65,13.05,15.82,0,0,38.13,86.57,2.8,0,9.2,418.29,5.81,10.75,21.47,0,0,137.81,0,8.52,2.54,0,0,16.24,6,69.28,2.27,27
