stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,31.46,331.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,273.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
  7-9,25.52,6.79,0,13.25,0,0,0,15.01,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,215.33,0,0,0,107.69,0,0,12.61,0,0,0,0,0,0,0,0,0
 10-12,0,14.72,0,8.16,0,0,0,55.34,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,348.84,22.92,0,0,152.92,0,0,9.03,0,30.14,10.41,0,0,0,0,0,0
 14-21,0,0,1.38,0.87,33.89,2.06,0,7.71,0,0,0,27.77,1.84,0,0,0,0,0,0,0,0,18.24,0,0,19.19,205.28,2.63,1.76,6.46,11.36,0,1.08,0.9,17.76,7.29,7.87,97.98,0,0,10.56,0,0
 24-34,0,0,0.96,1.18,20.7,0.81,0,23.71,0,2.3,0.97,31.51,0,2.49,0.76,1.63,0,0,0,0.77,0,52.14,0.83,0,22.32,527.96,1.99,8.39,4.28,0,0,17.13,0,2.32,18.54,1.31,144.16,0,0,18.89,0,2.87
 36-46,0,0,0,0,9.51,0,0,48.32,0,0,0.96,39.87,0,0,0.93,0,0,1.76,0,0,2,56.25,0,1.45,16.22,365.19,0.62,21.94,0,0,0,11.55,0,0,3.29,0,130.74,0,0,17.71,0,0.66
 48-58,0,0,0,0,8.88,0.69,0,54.78,0,0.57,0,43.65,0,0,2.62,6.56,0,0,0,2.1,0.62,76.92,0,2.07,7.42,181.79,0.5,16.61,0.55,0,0,4.04,0,0,1.07,0,86.19,0,0,9.81,0,0
 60-70,0,0,0,0,11.88,0,0,65.6,0,6.15,3.98,41.29,0.85,1.21,0.78,3.69,0,0,9.28,0,0.86,82.83,0,3.17,5.77,138.92,0,4.17,2.77,0,0,7.24,0,0,0,0,30.15,0,0.6,9.21,0.64,5.98
 72-82,0,0,0.62,0,2.11,2.47,0,34.11,1.01,1.61,6.96,45.94,3.96,0.5,0.88,0.68,0,3.28,0.72,0,0,111.36,0,9.79,5.7,71.89,0,24.64,4.92,0,0,6.11,0,0,1.73,0,9.82,4.21,1.57,21.03,2.2,7.21
 84-94,0,0,1.4,1.04,23.81,6.21,0,41.28,0,0.76,0.7,24.79,1.27,1.23,1.66,3.47,0,1.42,0.58,1.73,11.3,94.7,0,1.96,9.6,73.95,1.95,18.05,6.3,0,0,5.11,0,0,0.63,0,31.42,2.67,2.12,14.93,2.78,9.57
 96-106,0,0,1.1,0,13.33,0,0,14.99,0.64,6.75,1.56,47.24,4.14,0,0.62,4.61,0.65,2.36,2.22,5.9,1.3,67.79,0,2.4,3.02,53.13,3.49,19.94,3.9,0,0,3.42,0,0,0.96,0,11,1.59,2.71,15.53,3.49,4.9
108-118,0,0,0,0,29.29,5.93,2.47,18.16,0,7.63,0.96,65.18,2.7,0,0.89,3.98,0,3.68,1.18,2.4,0,90.16,0.54,4.87,13.42,70.4,1.93,9.24,8.88,0,5.33,8.92,0,0,2.11,0,12.37,1.02,3.62,15.48,2.02,11.06
120,0,0,0,0,28.28,7.12,0,29.84,0,7.37,8.25,103.47,7.3,0,6.72,6.67,1.63,0,1.88,9.25,0,86.28,0,6.89,0,121.69,0,34.09,3.15,0,0,11.63,0,0,1.16,0,26.73,0,7.26,14.7,3.35,0
