stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.57,249.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.35,216.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.88,0,0,0,27.16,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,30.31,0,5.46,0,6.3,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,93.19,5.29,0,0,148.23,0,0,0,11.93,0,5.41,0,0,0,0,0,0
 14-21,0,0,0,2.47,16.88,14.35,0,3.58,0,0,0,16.21,1.21,2.29,3.3,0,0.9,0,0,0,0,12.81,0,0,2.7,240.1,9.89,4.22,5.14,6.35,0.98,0,36.69,7.7,21.33,13.22,100.9,0,0,1.14,0,0
 24-34,0,0,3.63,0.67,8.98,0,0,26.23,0.67,1.14,0,18.35,0.91,0,1.45,0.87,0,3.58,0,0,0,17.23,0,0,7.22,324.71,3.95,12.19,9.39,0,4.98,0,0,11.26,0.87,1.34,96.27,0,0,15.12,0,0
 36-46,0,0,0,0.84,5.22,0,0,60.54,0,0,0,28.34,0.72,0,2.83,5.85,0,0.61,0,0,0,21.85,0,0,5.23,302.13,2.61,17.6,4.12,0,3.91,0,0,0,0,0,50.15,0,0,0.87,0,0
 48-58,0,0,1,0,3.57,0,0,113.36,0,0,0,8.91,0.58,0,2.55,1.03,0,0,0.4,0,0,29.56,0,0.52,3.99,230.8,3.05,16.51,1.47,0,0,0,0,0,0,0,55.56,0,0,5.66,0,0
 60-70,0,0,1.4,0,18.3,0.7,0,150.8,0,1.31,0,32.06,0,0,0,0,0,0,0.57,1.98,0,18.49,0,1.73,9.66,189.17,0,3.79,14.32,0,1.92,0,0,0.58,0,0,22.63,0,0,0.7,0,0
 72-82,0,0,0,0,14.32,0,0,95.56,0,0,0,15.97,1.52,0,0,2.71,1.97,2.68,0.61,4.65,0,43.04,0.56,0.72,2.69,203.66,2.35,14.19,4.04,0,5.12,0,0,1.54,0,0,25.39,1.45,0,2.19,0,0
 84-94,0,0,3.36,0,13.58,0,0,103.09,0.57,0.66,0.87,38.85,2.65,0,0,5.46,0.56,0.61,1.43,10.9,4.83,22.59,0,6.97,12.84,110.33,3.16,14.42,18.15,0,3.77,0,0,0,0,0,14.27,3.91,0,3.87,1.95,0
 96-106,0,0,0.99,0,12.82,5.52,0,88.86,0.71,1.15,0,16.16,4.79,0,0,13.17,0,0,2.18,0,0,27.78,0,0,2.56,124.89,0.69,11.24,6.4,0,0.98,0,0,0,0,0,11.27,1.57,0,0,0.64,0
108-118,0,0,3.02,0,20.93,2.61,0.52,73.4,0,1.25,0,25.98,1.33,0,0,17.7,0,1.47,1.09,0,0,50.12,0.95,0,0.87,171.48,0,10.13,8.35,0,0,0.79,0,0,0,0,13.06,1.77,1.88,8.72,0,1.7
120,0,0,2.96,0,3.86,3.16,0,91.87,0,0,0,10.91,0,0,3.24,30.71,1.1,0,2.68,0,0,25.5,0,0,1.09,204.05,1.1,39.16,1.4,0,7.14,0,0,5.04,0,0,9.86,1.06,0,3.35,7.28,0
