stage,epidermis,erythrocytes,eye,glial,lateral.line,mesenchyme,muscle,neural,olfactory,otic,spinal.cord
  7-9,0,0,6.11,0,0,0,0,3.31,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,3.79,0.75
 36-46,0,0,2.51,2.6,0,0,0.79,11.03,0.91,0,2.61
 48-58,0,0,0.71,0.62,0,0,0,6.27,1.1,0,2.68
 60-70,0,0,2.52,0,0,0,0,2.13,0,0,1.22
 72-82,0,0,3.24,2.01,0,0,0,14.79,0,0,0
 84-94,0,0,1.03,0,1.43,0,0,7.72,0,0,0
 96-106,0,3.27,0,0,0,2.99,0,9.45,0,0,2.05
108-118,0.52,0,0,2.56,0,3.2,0,0.88,0,0,0
120,0,0,2.39,0,0,0,0,9.11,0,0,17.7
