stage,blastomeres,epidermis,glial,mesenchyme,muscle,neural,pericytes,periderm,taste
  5-6,20.63,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,23.81,0,0,0
 14-21,0,0.81,0,0,0,0,0,2.2,0
 24-34,0,0,0,1.2,0,2.02,0,0,0
 36-46,0,0,0,0,0.74,0,0,0,0
 48-58,0,0,0,0,0,0.74,0,0,0
 60-70,0,0,0.75,0,0,0,0,2.1,0
 72-82,0,0,0,0.49,0,0.85,0,0,0
 84-94,0,0,0,0,0.71,0,0,0,1.53
 96-106,0,0,0,0,0,1.08,0,0,0
108-118,0,4.93,0,0,0,1.82,0,0,0
120,0,0,0,0,0,0,12.2,0,0
