stage,eye,glial,heart,melanocytes,mesenchyme,mural.cell,neural,notochord,periderm,spinal.cord,visceral.smooth.muscle
 24-34,0,0.69,0,0,0.65,0,1.54,0,0,2.14,0
 36-46,0,0.62,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0.51,0.98,0,2.32,0,0,0,0
 60-70,0,6.33,13.88,0,0,0,1.59,0,0,0.9,0
 72-82,0,0,0,0,1.29,0,16.33,0,0,0,0.58
 84-94,1.33,0,0,0,0,0,0,0,0,0,0
 96-106,0.63,0,0,0,1.29,0.62,0,0,1.28,0,0
108-118,0,0,0,0,0,0,3.52,0,0,0,0
120,0,0,0,0,0,0,0,6.22,0,0,0
