stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,21.51,173.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.08,0,0,0,0,0,0,0,0,0,0,0
  5-6,41.69,482.59,0,0,0,0,0,0,0,0,0,0,24.34,0,0,0,0,0,0,0,0,0,0,0,151.27,16.48,0,0,7.11,0,40.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,73,68.22,0,79.73,0,0,175.84,0,0,0,0,0,90.88,0,0,0,0,0,0,0,0,0,0,0,1469.94,86.51,0,0,637.45,0,21.7,12.67,0,0,0,0,0,0,0,0,0,0
 10-12,0,56.45,0,306.3,0,61.65,265.01,0,0,0,0,0,21.22,0,0,0,0,0,3.73,0,0,0,0,0,3507.29,104.14,0,0,957.04,0,4.49,14.56,4.61,209.31,0,3.87,0,0,0,0,0,0
 14-21,0,2.21,0,29.51,389.09,71.31,65.18,0,2.8,0,53.44,36.78,0,13.32,0,4.91,0,1.14,1.04,2.07,224.69,0.83,0,239.66,1442.77,108.32,8.36,35.51,47.58,0,20.5,2.76,159.73,20.14,27.17,169.15,744.7,0,0,18.03,0,0
 24-34,0,0.83,0,10.8,108.81,8.26,131.39,0,7.44,4.99,77.14,8.43,0,17.19,0,2.82,4.37,12.07,5.39,6.03,364.09,2.23,3.14,153.01,1860.95,71.64,9.23,19.89,0,2.91,5.59,0,0.85,4.26,2.59,30.7,649.16,0,0,79.66,0,3.15
 36-46,0,0,0,1.7,70.88,0,174.49,0.68,12.06,15.23,224.07,1.52,0,9.72,0,1.79,0,10.24,4.26,7.32,493.64,0.71,17.97,115.91,1591.58,66.66,6.05,14.26,0,0.97,4.08,0,1.39,2.81,0.82,0,703.06,0,0.62,58.87,1.55,14.77
 48-58,0,0,0,0,33.02,3.21,268.88,7.68,5.95,28.01,321.2,0.96,8.54,10.7,0,0.86,0.77,6.13,7.28,3.63,609.4,0.46,15.18,50.47,921.64,46.5,2.82,17.24,0,7.57,1.16,0,0,0.62,0,0,545.5,0,4.26,47.41,0.9,20.35
 60-70,0,0,0.57,0,33.73,11.4,195.76,0.6,9.47,30.3,419.65,11.33,3.23,7.43,0,0,11.97,13.15,5.13,0.73,805.65,3.83,55.93,64.62,485.32,10.95,1.79,9.1,0,16.13,0,0,0,1.89,0,0,249.2,1.38,43.45,34.54,11.23,9.6
 72-82,0,0,0.78,0,35.8,36.42,112.32,6.36,4.64,41.87,527.73,19,1.16,7.45,1.46,1.06,12.2,7,5.13,2.3,901.25,1.42,45,26.13,277.75,14.14,5.78,37.84,0,34.4,2.64,0,0,0.76,0.53,0,85.3,1.27,47.37,54.35,43.24,11.17
 84-94,0,0,5.07,0,57.75,57.46,124.26,4.47,9.65,37.71,417.73,34.8,2.22,11.23,1.16,2.59,15.69,7.99,10.01,1.84,844.58,4.36,72.36,45.98,180.31,26.36,8.16,29.29,0,30.66,9.47,0,0,3.47,0,0,73.11,4.27,41.76,34.54,33.23,0
 96-106,0,0,0.99,0,41.93,49.26,131.94,6.7,1.73,16.97,416.63,43.96,0,7.74,2.54,3.42,13.56,7.48,17.23,0.75,631.09,1.8,42,35.06,210.07,12.52,6.68,20.03,0,36.36,12.79,6.78,0,5.21,0,0,54.04,3.63,38.36,69.26,26.11,6.06
108-118,0,0,5.54,1.2,69.51,26.27,100.38,1.96,6.08,35.33,452.2,35.6,0,4.96,1.32,4.95,23.7,16.38,5.53,1.62,758.54,2.42,51.14,44.56,244.24,17.91,4.73,32.8,0,73.53,10.12,0,0,5.35,0,0,11.27,6.72,44.53,48.52,68.29,9.42
120,2.37,0,0,0,61.21,25.68,92.41,0,0,24.09,605,36.28,0,13.84,1,0,6.85,2.85,2.6,0,545.72,1.49,64.12,18.86,257.19,26.56,7.1,18.26,0,47.67,2.64,0,0,6.84,0,0,21.98,7.87,25.78,31.15,73.91,0
