stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,15.07,512.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.74,820.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.27,19.87,0,0,69.63,0,73.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,43.68,56.4,0,50.47,0,0,122.73,0,0,0,0,40.12,0,0,0,0,0,0,0,0,0,0,0,798.76,4.08,0,0,283.63,0,0,13.42,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.64,0,9.25,0,0,84.34,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,464.54,21.1,0,0,125.06,0,4.05,9.34,4.61,10.26,0,3.24,0,0,0,0,0,0
 14-21,0,0,0,2.36,13,0.84,8.31,0,0,4.88,0.94,0,0,0,0,0,0,0,0,17.45,0,0,8.83,230.68,4.33,0,0.86,3.42,0,1.28,0,32.85,2.21,0,13.36,49.22,0,0,3.95,0,0
 24-34,0,0,1.26,1.27,12.02,0,35.83,0,0.67,6.52,1.34,0,0,0,0,0,0,0.76,0,32.26,0,0,9.66,323.17,0.66,0.94,2.06,0,0,8.47,0,0,0,1.48,1.49,66.83,0,0,11.79,0,0
 36-46,0,0,0,0,18.59,0,108.39,0,0,8.35,1,0,0.95,0.67,0,0,0,0,0,36.14,0,0,5.25,245.46,0,0,0,0,0,19.59,0,0,0,0,0,52.72,0,0,0.57,0,0
 48-58,0,0,0,0,6.59,0,70.59,5.98,4.63,21.57,0,0,0.48,0,0,0,0,2.86,0,34.24,0,0.4,5.09,142.41,0,0,0,0,0,2.73,0,0,0,0,0,19.76,0,0,0.51,0,0
 60-70,0,0,0,0,5.24,0.66,118.9,8.12,0.78,13.81,2.65,0,0,5.34,7.2,0,7.61,0,0,31.54,0,1.82,5.37,114.58,0.87,1.08,0,0,0.96,15.42,0,0,0,0,0,13.3,0,0,2.72,0,0
 72-82,0,0,0,0,3.58,1.82,89.26,0,0.49,19.13,1.82,0,0.55,0.49,0,0,0,1.05,0,45.05,0.58,2.78,5.38,170.81,0,4.06,0,0,0,7.33,0,0,0,0,0,17.64,0,1.19,6,0,0
 84-94,0,0,0,0,9.62,1.25,57.53,0.61,0.83,13.04,2.57,0,0,0.69,3.08,0.58,0,0,0,24.97,0,0.62,8.74,93.92,0,1.59,2.47,0,0,8.43,0,0,0,0,0,12.21,0,0,8.04,0,1.74
 96-106,0,0,0,0,3.45,4.73,48.19,0,2.51,17.31,1.82,0,0.95,0,0,0.6,2.11,0,0,47.23,7.49,0,2.33,78.08,0,2.49,0.77,0,0,4.39,0,0,0,0,0,8.21,4.62,1.2,5.65,1.78,0
108-118,0,0,1.62,0,8.45,1.31,47.1,3.2,1.4,21.23,1.68,0,0,2.7,0.46,0,0.84,0,0,49.96,9.31,2.56,3.29,120.81,0,0.52,6.53,0,0.76,6.64,0,0,0,0,0,7.33,0,0,2.86,0,1.2
120,0,0,0,0,8.69,1.62,38.07,7.37,0,13.05,0,0,0,0,0,0,0,1.99,7.72,30.69,0,0,3.21,323.68,0,13.89,4.58,0,12.2,18.44,0,0,0,0,0,9.04,1.84,0,3.37,0,11.55
