stage,eye,fin_mesenchyme,heart,mesenchyme,muscle,neural,notochord,periderm,spinal_cord,taste
 14-21,0,0,0,0,0.99,0.84,0.99,0,0,0
 24-34,0,0,1.47,0.94,0,4.07,0,1.46,0,0
 36-46,0,0,0,0,0,0.61,0,0,4.54,0
 48-58,1.56,0,0,1.2,0,3.25,0,0,0,0
 60-70,0,9.29,0,0.97,0,2.34,0,0,2.26,0
 72-82,1.34,0,0,0,0,2.22,0,0,0,0
 84-94,7.06,0,0,2.39,0,9.29,0,0,0,0
 96-106,0.8,0,0,0,0,6.76,0,0,0,0
108-118,1.28,0,0,0,0,4.15,0,0,0,0
120,0,0,0,0,0,0,0,0,0,1.81
