stage,epidermis,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,immune,lateral_line,mesenchyme,mural_cell,muscle,neural,periderm,pronephros,spinal_cord,visceral_smooth_muscle,xanthophores
 24-34,1.28,0,0,0,0,0,0,0,2.43,0,0.63,0,0,0,0,0,0
 36-46,0,0,0,4.76,1.72,0,0,0,17.45,0,0,2.85,0,0,9.01,0,0
 48-58,0,0,0,0.74,24.73,0,0,0,50.02,0,2.17,9.59,0,0.43,11.32,0,0
 60-70,0,0,0,0,16.52,0,0,0,89.34,1.48,1.4,8.43,0,0,0,0,0
 72-82,0,5.44,0,0,68.12,2.23,0,0,202.96,0,6.78,15.41,1.27,2.57,0,0,0.55
 84-94,0,27.7,0,0,47.15,0,3.98,0.73,181.29,0,3.28,16.13,0.84,0,0,0,0
 96-106,0,16.11,1.64,3.6,18.31,0.58,0,0,136.16,0,1.58,0.96,0,0,0,0.9,0
108-118,0.94,17.38,0,0,28.77,0,1.02,0,94.07,0,0,17.79,0,0,0,0,0
120,0,12.84,0,0,7.5,0,0,0,106.33,0,5.39,3.62,0,0,0,0,8.45
