stage,blastomeres,eye,glial,lateral.line,muscle,neural,otic,paraxial.mesoderm,spinal.cord
  5-6,39.11,0,0,0,0,0,0,0,0
  7-9,0,5.79,0,0,0,34.32,0,16.34,0
 10-12,0,0,0,0,0,25.87,0,0,0
 14-21,0,0,1.41,0,0,4.73,0,0.89,4.3
 24-34,0,3.06,0.91,0,1.04,8.55,0,0,1.51
 36-46,0,5.05,0,0,0.65,6.81,0,0,5.28
 48-58,0,1.79,0,0,0,6.21,0,0,1.87
 60-70,0,2.87,0,0,0,1.63,0,0,0
 72-82,0,2.22,0,0,0,2.24,0,0,0
 84-94,0,4.9,1.23,0,0,6.16,0,0,0
 96-106,0,0,0,1.32,0,0,0,0,0
120,0,0,0,0,0,0,1.74,0,0
