stage,axial,blastomeres,endoderm,eye,hatching_gland,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,pgc,spinal_cord
  3-4,356.05,2401.63,0,0,0,0,0,0,0,102.7,0,0
  5-6,110.03,2652.28,0,0,26.83,0,61.89,0,21.5,71.77,0,0
  7-9,13.59,14.52,35.15,34.22,9.18,0,740.12,7.09,211.4,0,14,0
 10-12,0,0,0,0,0,0,9.62,0,8.75,0,11.92,0
 48-58,0,0,0,0,0,0,0.7,0,0,0,0,0
 72-82,0,0,0,0,0,0,1.66,0,0,0,0,1.67
 84-94,0,0,0,0,0,0.78,0,0,0,0,0,0
