stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,46.99,2281.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0
  5-6,151.39,3214.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.85,8.7,0,0,31.47,0,47.09,0,0,0,0,0,0,0,0,0,0
  7-9,67.93,74.26,0,111.51,0,0,0,188.23,0,0,0,0,0,116.72,0,0,0,0,0,0,0,0,0,0,0,2003.63,50.93,0,0,729.33,0,4.33,7.58,0,0,0,0,0,0,0,0,0
 10-12,3.8,40.49,0,110.05,0,9.78,0,109.86,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,1503.19,17.45,0,0,611.7,0,0,21.35,0,70.25,10.46,0,0,0,0,0,0
 14-21,0,0,0,1.7,49.99,5.95,0,27.47,0,0,0,11.94,0.9,4.83,0,0,0,0,0,0,0,25.3,0,0,17.51,273.74,5.43,0,0,6.65,0,2.16,0,21.43,3.37,25.26,94.16,0,0,0,0,0
 24-34,0,0,0,0,12.45,1,0,33.69,0,0,0.69,15.29,1.44,0,0,0,0.68,0,0,1.56,0,30.2,0,0,19.87,560.31,1.34,2.93,4.02,0,0,14.07,0,0,1.92,3.85,164.23,0,0,9.3,0,0
 36-46,0,0,0,0,21.48,2.02,0,82.83,0,2.72,1.62,24.84,0,0,0,0,22.04,0,1.29,0,0.61,51.83,0,1.6,12.58,764.72,1.24,6.11,1.7,0,0,7.85,0,0,0,0,160.83,0,0,6.01,0,0
 48-58,0,1.29,0,0,15.43,1.54,0,232.68,0,9.22,1.37,59.2,0.68,0,0,0.56,0,0,0,1.78,2.8,48.98,0,4.44,8.29,871.47,0,1.48,1.1,0,0,8.59,0,0,0,0,196.07,0,0,0.54,0,1.51
 60-70,0,0,0,0,22.84,0.93,0,378.11,0,1.14,1.21,41.7,0,1.94,0.9,0,0.58,3.59,0,0,8.01,76.65,0,0.89,3.41,729.33,0,2.06,1.71,0,5.7,7.07,0,0,0.73,0,126.99,0,0,9.07,3.58,0.91
 72-82,0,0,0,0,8.73,15.36,0,372.71,3.34,0.5,9.14,42.69,2.67,0,0,1.64,4.25,3.3,1.41,0,0,70.38,0.88,2.34,13.41,468.04,0,1.6,0,0,3.11,2.88,0,0,0,0,82.07,0,0.9,9.35,4.52,7.79
 84-94,0,0,1.2,0,12.59,14.27,0,267.62,0,2.27,8.42,32.4,1.81,0,0,1.59,3.75,1.25,1.38,0,2.55,57.19,3.75,2.16,5.04,395.88,2.58,4.28,3.87,0,0,9.39,0,0,0,0,34.87,2.56,1.42,12.86,2.54,0
 96-106,0,0,1.56,0,6.19,28.19,0,263.84,0,2.85,1.24,30.32,3.5,0,1,5.12,0.85,1.48,0.82,0.93,0,54.86,4.05,0,4.7,220.78,0.8,6.9,5.07,0,3.35,16.32,0,0,2.3,0,22.51,0,6.45,7.5,0.9,6.36
108-118,0,0,0,0.74,1.77,7.03,0.91,180.84,0,0,1.53,27.13,1.93,0,2.43,1.77,2.38,10.41,3.48,0,1.65,55.06,8.19,5.72,5.22,333.12,2.9,6.03,6.86,0,2.11,6.22,0,0,0.7,0,14.76,4.25,2.63,9.52,3.38,3.19
120,0,0,7.01,0,32.8,34.97,0,128.67,1.21,0,5.39,60.68,8.76,0,16.95,1.43,1.28,7.48,0,0,0,75.22,1.12,27.54,8.3,478.66,2.06,0,14.65,0,0,8.62,0,0,0,0,12.71,5.07,0,5.03,0,0
