stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,51.01,2204.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.6,1143.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.04,18.98,0,0,13.27,0,19.18,0,0,0,0,0,0,0,0,0,0,0
  7-9,116.69,72.12,0,215.78,0,0,234.45,0,0,0,0,0,92.62,0,0,0,0,0,0,0,0,0,0,0,1721.19,200.32,0,0,787.8,0,3.78,79.99,0,0,0,0,0,0,0,0,0,0
 10-12,0,135.85,0,315.64,0,26.53,403.65,0,0,0,0,0,61.58,0,0,0,0,0,0,0,0,0,0,0,4924.77,358.91,0,0,994.34,0,0,39.64,35.95,347.57,0,7.48,17.69,0,0,0,0,0
 14-21,0,0,2.79,7.85,156.86,42.76,34.42,0,0,0,22.91,6.59,0.91,1.96,3.23,0.86,0,0,0,0,58.46,0,0,48.74,519.52,38.98,3.62,10.69,8.55,0,3.18,6.46,43.49,32.9,0.95,52.55,311.72,0,0,18.59,0,1.85
 24-34,0,0,3.66,3.25,57.13,4.94,80.28,0,1.99,1.52,38.7,0,0,13.33,5.82,1.92,0.92,3.56,5.44,7.09,100.36,0.69,0,35.61,1890.72,14.3,48.48,12.73,0,0,19.43,0,0,17.8,1.85,7.34,565.91,0,0,88.07,0,9.61
 36-46,0,0,0.95,0.59,22.31,1.57,232.71,0,4.82,0,81.44,1.25,0,8.65,1.6,1.96,0,0.8,1.68,77.56,128.93,1.55,4.35,38.06,3650.62,4.42,49.29,6.09,0,0,20.45,0.81,0,15.19,0,0,825.37,0,0,36.52,0,7.21
 48-58,0,0,0,0,43.79,0,723.88,8.52,5.47,2.91,190.06,1.96,2.73,4.61,9.89,0,5.8,2.74,0.37,48.71,147.85,1.85,4.42,22.25,5193.88,2.58,30.99,11.15,0,0.47,35.86,0,0,5.52,0,0,856.91,0,0.64,38.88,0,46.13
 60-70,0.81,0,0.86,0,24.17,0.85,1358.89,1.8,18.23,10.17,179.37,1.57,0.77,2.11,3.43,12.45,6.28,2.74,0,10.07,185.88,0,34.32,17.5,5920.34,1.81,35.06,22.54,0,2.32,36.04,0,0,1.22,0,0,733.42,0,1.47,23.54,0,39.54
 72-82,0,0,0.79,0.56,30.69,4.96,1686.82,0,19.66,30,191.46,15.74,0.5,3.25,7.35,0.66,6.31,6.19,5.32,0,238.43,2.2,20.45,15.69,4579.37,2.02,55.83,37.66,0,5.32,16.88,0,0,0,4.35,0,475.52,1.34,12.96,75.25,4.04,66.63
 84-94,0,0,3.99,1,49.87,7.45,1264.4,2.73,6.75,9.31,147.29,8.62,0.6,4.24,7.19,1.51,11.65,6.33,12.51,16.9,213.01,1.82,17.3,17.55,2811.17,7.4,58.73,21.49,0,0,12.52,0,0,1.9,0,0,297.22,2.9,4.5,42.39,12.51,46.41
 96-106,0,0,2.23,0,41.86,15.35,1115.89,1.76,6.46,11.11,173.35,17.84,0,3.65,12.84,3.47,5.98,14.18,7.43,1.7,170.31,2.3,19.28,11.73,2429.44,0.58,56.98,27.29,0,2.5,15.24,0,0,9.89,0,0,124.13,2.67,7.47,45.86,4.12,24.3
108-118,0,0,1.73,0.61,64.76,7.47,1000.35,0,10.38,5.39,168.75,10.75,0,2.96,13.91,3.78,10.14,5.75,5.1,10.83,245.26,3.16,20.9,10.47,3228.75,3.06,51.57,16.65,0,3.91,16.89,0,0,7.56,0.67,0,112.6,4.39,7.8,52.73,11.63,22.21
120,0,0,1.43,0,58.48,5.21,868.96,0,14.83,7.35,152.96,24.4,0,7,31.38,10.85,10.73,11.55,6.03,7.52,169.25,0,2.18,11.78,4595.13,4.15,54.47,53.69,0,5.29,30.46,0,0,0,0,0,181.94,2.45,0,76.75,12.73,15.48
