stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,37.23,720.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.73,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.92,525.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,11.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.98,24.13,0,13.09,0,5.98,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.42,29.17,0,0,53.93,0,0,7.7,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.64,0,37.1,0,0,0,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.61,4.28,0,0,65.32,0,0,0,0,16,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.02,16.32,2.79,0,6.89,0,0,0,2.52,0.81,0,0,0.9,0,0,0,0,2.81,0,0,9.04,103.3,1.08,0,0.94,1.95,0,3.54,0,7.23,1,1.27,8.4,19.77,0,0,0,0,0
 24-34,0,0,0,0.78,12.5,0,0,11.38,0,0.66,0.67,6.98,0,1.92,1.85,2.23,0,0,0,0,28.7,0,0,12.56,241.94,0,2.12,1.99,0,0,99.92,0,0,3.85,1.82,3.95,48.21,0,0,6.74,0,0
 36-46,0,0,0,0,2.47,4.5,0,26.06,13.01,0.93,2.23,18.85,0,0.89,2.57,0.6,0,0,0,0,44.9,0,2.49,12.84,186.6,0,2.27,2.92,0,0,133.54,0,0,1.81,8.87,0,38.16,0,0,8.3,0,4.91
 48-58,0,0,0.67,0,11.98,0,0,10.42,7.28,3.34,1.78,21.1,0,0.44,5.57,0.38,0.5,2.08,3.07,0.54,53.93,0,1.16,5.72,130.37,5.19,1.18,0,0,0,77.82,0,0,0.56,10.56,0,27.38,0,0,4.06,0,12.41
 60-70,0,0,0,0,10.11,0,0,37.53,8.54,4.19,1.46,25.72,0,0.66,0,0,10.55,0,0,0.88,36.43,0,0.78,6.77,124.76,0,0,0,0,0,43.38,0,0,1.37,8.56,0,21.14,0,1.22,7.87,0,2.83
 72-82,0,0,0.71,0,3.05,6.94,0,36.42,5.55,1.19,0.89,35,0,0,2.93,0.63,5.22,2.77,0,0,48.35,0.56,0,9.13,132.01,0,0,2.42,0,1.05,25.04,0,0,0,3.81,0,20.91,0,0.85,12.07,0,6.17
 84-94,0,0,0,0,9.93,3.76,0,23.56,12.75,2.35,0,23.5,2.3,2.56,0.69,6.19,3.41,0.89,3.92,0.72,43.83,0.91,4.61,4.04,92.93,0,2,1.94,0,0,83.09,0,0,0.67,5.55,0,4.31,1.43,4.38,8.11,5.23,0
 96-106,0,0,0,0,1.82,4.21,0.8,32.08,9.39,2.73,0,30.06,1.34,0,0.7,6.55,1.8,2.25,6.97,0,28.84,0,6.95,2.71,84.3,0.79,1.32,1.44,0,3.88,34.12,0,0,0.7,1.84,0,12.99,0,0,7.44,1.77,1.92
108-118,0,0,0,0,9.14,1.44,0.56,24.4,5.29,2.7,1,49.75,8.15,0,2.36,11.44,8,0.45,8.16,1.13,37.25,0.53,4.47,3.88,125.12,0.63,4.66,0,0,3.58,46.49,0,0,0.41,3.73,0,2.21,0,2.58,1.93,2.94,2.93
120,0,0,0,0,24.99,0,0,44.64,0,1.03,0,61.13,2.81,0,3.15,13.67,0,0,12.82,0,39.31,0,8.91,24.41,199.03,0,1.91,2.98,0,0,11.99,0,0,0,0,0,10.84,0,0,43.21,10.63,0
