stage,eye,mesenchyme,muscle,neural
 48-58,1.02,0,0,4.38
 60-70,9.47,1.01,0,0
 72-82,7.02,0,0,0
 84-94,7.3,0,0,0
 96-106,2.99,0,0,0
108-118,0,0,1.04,0
120,5.62,0,0,0
