stage,eye,glial,immune,lateral.line,mesenchyme,neural,periderm,somites,spinal.cord,visceral.smooth.muscle
 14-21,0.8,0,0,0,0,0,0,2,0,0
 36-46,6.51,0,0,0,0,1.73,0,0,0.74,0
 48-58,1.59,0,0,0,0,5.23,0,0,0.62,0
 60-70,3.57,0,0,0,0.66,7.67,0,0,1.36,0
 72-82,0,1.02,0,0,1.24,0.5,0,0,0,0
 84-94,0,0,0,0,0,4.51,2.41,0,0,0
 96-106,0,0,0.66,0,0,14.31,0,0,2.28,0
108-118,2.94,0,0,0,0,2.16,0,0,0,0
120,0,4.5,0,1.69,0,1.36,0,0,0,3.74
