stage,blastomeres,epidermis,eye,mesenchyme,neural,olfactory,paraxial.mesoderm,slow.muscle,spinal.cord
  3-4,11.17,0,0,0,0,0,0,0,0
  7-9,0,0,3.74,0,5.87,0,3.74,0,0
 14-21,0,0,0,0,2.39,0.87,0,0,0.82
 24-34,0,0,0.66,0,2.96,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0.75
 48-58,0,0.76,0,0,3.89,0,0,0.76,0
 60-70,0,0,0,0,12,0,0,0,1.37
 72-82,0,1.52,0,0.52,0.51,0,0,0,0
