stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,29.83,361.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.27,0,0,0,0,0,0,0,0,0,0
  5-6,9.6,218.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,20.83,0,9.07,0,0,0,33.91,0,0,0,0,0,14.94,0,0,0,0,0,0,0,0,0,0,0,273.75,10.01,0,0,91.4,0,0,5.74,0,0,0,0,0,0,0,0,0
 10-12,0,5.74,0,16.87,0,4.95,0,23.17,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,446.06,31.77,0,0,97.97,0,3.81,4.37,0,16.88,0,0,0,0,0,0,0
 14-21,0,0,2.85,0,23.89,8.22,0,5.72,0,0.87,0,7.25,0,0,0,0,0.83,0,0,0,0.94,10.72,0,0,5.23,107.8,1.03,1.84,0,4.78,0,6.34,0,10.34,0,19.38,47.39,0,0,1.98,0,0.84
 24-34,0,0,0.65,0,7.89,0,0,17.1,0,3.05,0.71,3.2,0.71,0,0,6.71,0,0,0,0,0,22.31,0,0,8.59,300.92,0.6,2.07,0.68,0,0,8.61,0,2.32,0,2.54,70.42,0,0,9.87,0,0.69
 36-46,0,0,0,0,1.78,0,0,55.36,0,0,2.78,20.93,0,0,0,0,0,0.74,0,0,0,28.75,0,0,9.86,316.18,1.62,0.62,1.31,0,0,6.9,0,0,0,0,61.17,0,0,3.1,0,0.85
 48-58,0,0,0,0,1.19,0,0,101.05,0,0,0.78,42.15,0,0,1.99,0,0,0,0.51,0,1.1,50.03,0,0.45,10.36,335.24,0,2.93,0,0,0.47,0.57,0,0,0,0,82.22,0,0,1.76,0,3.4
 60-70,0,0,0,0,2.89,0,0,197.1,0.96,1.83,0.59,28.95,5.17,0,0,0,0.86,0,0,0,0,39.16,0.65,0,2.39,331.75,0.58,0,0.81,0,0,8.45,0,0,3.74,0,33.69,0,0,4.53,2.04,0
 72-82,0,0,0,0,1.92,0,0,127.96,0,0,2.74,43.57,0.51,0,1.89,0.55,0,0,0,0,0.87,38.63,0,2.88,5.34,291.48,0,5.77,2.63,0,0,1.82,0,0,0,0,19.87,0,0.56,7.67,1.14,0
 84-94,0,0,0.66,0,27.24,0,0.59,112.02,0.67,0.56,0,21.04,7.4,0,1.81,3.73,3.93,0.69,0.78,0,0,53.21,1.26,6,0,193.32,0,0.71,0.71,0,3.87,12.7,0,0,1.88,0,21.18,0,1.64,4,0,4.64
 96-106,0,0,0,0,3.37,0,0,91.65,0.71,1.48,3.14,31.33,5.3,0,2.02,0.65,1.6,0.89,2.88,2.89,0,32.5,0,2.17,5.06,166.05,0.57,3.32,3.37,0,0,14.42,0,0,0.6,0,7.94,1.44,0,13.21,5.92,1.92
108-118,0,0,1.42,0,4.99,0.98,6.59,104.64,0,2.52,0,25.9,1.6,0,0,0.54,2.02,0.74,0,0.76,0,24.84,0.54,1.72,1.5,222.57,0,0.66,4.2,0,0,4.08,0,0,0,0,0,0,0.63,10.83,0,0
120,0,0,0,0,9.53,5.56,1.06,72.69,0,2.41,1.56,4.36,1.74,0,0,13.44,0,0,1.11,0,22.36,38.49,1.46,0,6.1,180.31,2.47,2.41,2.28,0,0,7,0,0,0,0,22.76,0,0,5.06,0,0
