stage,epidermis,erythrocytes,fin.epithelia,ionocyte,lateral.line,neural,periderm,spinal.cord
 14-21,0,0,0,0,0,0,1.29,1.16
 24-34,0,0,0,0,0,1.39,0.85,1.45
 36-46,0,0,0,0,0,0,1.96,0
 48-58,0,0,0,0,0,0.38,0,0
 60-70,0.69,0,1.19,0,0,0,1.4,0
 72-82,2.11,0,0,0.57,0,1.4,0,0
 84-94,0.68,1.05,0,0.8,0,0,7.33,0
 96-106,0.69,4.23,0,0,0.75,0,2.96,0
108-118,0.75,1.38,0.54,0,0,0,4.77,0
120,0,0,0,0,0,1.92,0,0
