stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,125.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.81,200.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.57,0,0,0,9.13,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.88,12.59,0,0,3.15,0,12,8.7,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.3,14.53,20.97,0,0,0,0,0,1.08,0,0,0.85,1.48,0,0,0,0,3.07,0,0,10.25,3,0,0,0,0,0,23.08,0,0,0,31.37,5.99,0.81,0,0,2.6,0,0
 24-34,0,0,0,0.93,43.16,26.33,0,13.34,48.72,0.96,1.21,1.64,0,0,2.21,18.84,3.55,0.92,7.88,0.71,17.71,0.66,0,65.23,87.45,0,3.84,0,0,0,44.69,0,0,5.71,90.73,24.07,17.55,0,0,21.1,0,1
 36-46,0,0,0,0,25.51,31.85,0,6.7,101.76,2.33,0,1.28,1.46,0,6.57,7.08,4.2,7.36,6.76,0,3.28,0,0,34.17,82.48,0.92,7.41,10.24,0,0,60.79,0,0,0.82,85.07,5.4,11.22,0,0,23.58,0,0
 48-58,0,0,0,0,25.64,12.69,0,17.84,44.34,4.79,0.4,4.18,1.09,0.75,0,11.19,0.81,16.52,3.7,2.56,9.17,0,1.77,8.71,92.74,0,1.65,3.93,4.77,0,41.38,0,0,0,48.33,0,15.71,0,0,22.77,0,3.95
 60-70,0,0,0,0,20.45,26.39,0,40.6,50.65,4.29,1.06,6.37,0,0,3.33,25.86,0,48.81,8.88,0,15.29,3.76,0.68,30.36,59.95,0,0,4.48,0,0,80.85,0,0,0,31.4,0,7.31,0,0,24.65,0,13.72
 72-82,0,0,2.86,0,19.1,138.88,0,27.58,35.71,3.36,0.96,22.73,7.52,0.52,1.6,17.87,1.32,21.24,7.7,0.96,39.42,6.96,9.1,38.86,53.99,0,2.86,10.44,0,0,55.92,0,0,3.73,18.19,0,1.02,1.01,2.28,39.39,4.32,12.67
 84-94,0,0,0,0,61.66,191.57,0,41.71,66.62,6.16,0,27.27,1.45,0,1.01,22.98,6.19,42.73,2.74,0,38.14,1.73,11.08,26.18,87.62,0,3.43,9.35,0,2.02,175.55,0,0,6.49,35.81,0,4.51,2.16,3.52,41.65,0,0.64
 96-106,0,0,3.14,0,41.92,120.13,0,40.96,98.9,7.98,0.64,35.81,9.85,0,3.1,18.71,3.35,49.57,17.62,8.88,87.36,12.89,10.36,18.57,66.54,0,14.81,9.06,0,3.14,144.23,0,0,0,40.79,0,3.17,3.22,5.88,30.59,2.01,9.25
108-118,0,0,0.71,0,74.55,92.15,3.65,45.54,90.49,5.7,0.64,48.38,12.57,0,0,27.37,8.04,62.41,22.45,0,60.97,1.09,2.86,52.32,100.72,0,7.82,7.16,0,2.29,94.26,0,0,0.84,52.43,0,6.75,7.83,6.34,29.37,0,1.91
120,0,0,0,4.41,115.83,36.37,0,0,119.65,6.2,1.88,86.24,0,0,0,63.76,5.03,30.18,21.57,0,86.11,3.7,8.5,51.9,79.16,0,0,4.38,0,5.5,115.96,0,2.24,1.21,19.37,0,1.19,10.15,18.19,21.15,0,0
