stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.81,865.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88,0,0,0,0,0,0,0,0,0,0,0
  5-6,37.12,504.47,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0
  7-9,25.54,6.05,0,19.34,0,0,0,28.47,0,0,0,0,0,40.62,0,0,0,0,0,0,0,0,0,0,0,152.73,14.85,0,0,80.47,0,10.73,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.05,0,5.86,0,6.18,0,14.52,0,0,0,0,0,34.34,0,0,0,0,0,0,0,0,0,0,0,158.11,0,0,0,66.01,0,0,0,24.39,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.06,8.74,1.94,0,4.06,0,0,0,0,2.16,0,0,0,0,0,0,2.42,0,2.04,0,0,2.67,40.62,0.81,0,0,0,2.68,0,9.14,0.91,11.91,15.89,5.87,0,0,1.41,0,3.62
 24-34,0,0,0.84,1.41,3.08,0.62,0,16.68,0,0,0,0,0,0,0,0.65,0.61,0,2.74,3.06,0.74,9.5,0.91,0,17.65,175.8,2.05,0,0.71,1,9.49,0,0,4.42,5.01,5,17.49,0,0,19.06,0,4.4
 36-46,0,0,0,0.84,0.79,0,0,32.5,4.25,0,0,2.57,0,0,0,0,0,0,0,4.44,0,6.39,0,0,15.44,195.22,0,0,0,0,0.62,0.78,0,7.4,1.33,1.09,26.21,0,0,16.29,0,0
 48-58,0,0,0,0,3.95,0.41,0,41.93,5.48,0.39,0.8,5.4,3.68,0,0,1.53,0,4.83,10.45,0,0,11.11,0,0,10.96,288.24,0,1.07,0,0,2.77,0,0,0,4.25,0,25.12,0,0,17.61,0,0
 60-70,0,0,0,0,0,0,0,101.25,11.45,1.31,2.26,1.96,2.2,0,0,4.2,0,0,3.59,0,0,10.21,0,0,5.14,664.31,0,0,0,0.81,0,0,0,0,3.63,0,58.24,0,0,5.2,0.71,5
 72-82,0,0,2.03,0,5.93,9.73,0,111.27,10.56,0,0,20.31,1.5,0,0,0.56,0.56,2.6,0.74,9.22,0,20.78,0,0,2.86,518.95,0,2.41,0,0,0,0,0,0.61,0,0,53.08,0,0.52,11.1,1.41,0
 84-94,0,0,0,0,9.98,5.93,0,73.56,9.2,0,0,11.26,5.23,0,0,0,0.86,3.44,1.5,0,0,18.6,0,0,1.84,366.38,0,2.14,2.77,0,4.33,0,0,1.56,0.74,0,42.97,0,0,5.17,0,0
 96-106,0,0,1.05,0,3.6,17.73,0,115.58,7.18,0,0,3.4,4.2,0,0,2.72,1.17,14.12,6.34,0,0,15.01,0,1.14,0,355.39,0,0,2.42,0,10.61,0,0,3.29,0.56,0,28.92,4.07,0,13.41,0,0
108-118,0,0,3.44,0.74,11.6,9.12,2.06,74.61,4.45,0,1.85,4.66,3.31,0,0,1.66,0.47,22.23,21.47,0,0,41.73,0,0,7.67,477.56,0,0,0.77,0,0,0,0,0,3.6,0,15.94,0,1.27,26.68,0,6.14
120,0,0,0,0,12.56,2.83,0,118.15,14.78,6.82,0,18.44,1.31,0,6.72,0,0,3.65,10.68,0,0,38.78,0,0,5.6,591.3,0,0,5.04,0,2.41,0,1.12,0,0,0,30.43,0,0,18.94,0,11.39
