stage,axial,blastomeres,endoderm,epidermis,erythrocytes,mesenchyme,muscle,neural,otic,paraxial.mesoderm,periderm,presomitic.mesoderm,slow.muscle,somites,spinal.cord,vasculature
  3-4,0,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.67,21.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0
 14-21,0,0,0,2.55,0.91,0,0.82,8.39,0,0,0,2.5,0.88,0.99,4.44,0
 24-34,0,0,0,2.2,0,0,0,11.3,3.22,0,0,0,0,0,2.93,2.83
 36-46,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,3.49,0
 48-58,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0.8,0,0,0,0,0.58,0,0,0,0,0
108-118,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
