stage,blastomeres,eye,glial,mesenchyme,neural,paraxial.mesoderm,presomitic.mesoderm,pronephros,spinal.cord
  5-6,9.54,0,0,0,0,0,0,0,0
  7-9,4.44,0,0,0,16.01,7.41,0,0,0
 10-12,0,0,0,0,18.35,0,0,0,0
 14-21,0,0,0,0,3.49,0,1.23,0,1.44
 24-34,0,0,0,0,4.31,0,0,0,2.38
 36-46,0,0,0.97,0.78,0,0,0,0,0.95
 48-58,0,0.69,2.18,0,0.59,0,0,0,0
 60-70,0,2.21,1.12,0,7.26,0,0,0,0
 72-82,0,0.81,0,0,0,0,0,0,0
 84-94,0,0.57,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0.52,0
