stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,4.8,42.25,22.08,0,26.9,0,0,0,6.74,5.44,1.87,0,0,0.81,0.87,0,0,0,28.48,0,0,22.74,309.72,4.46,2,2.87,4.04,0,2.03,2.48,68.46,1.76,15.7,71.82,72.98,0,0,1.35,0,0.84
 24-34,0,0,3.12,19.17,9.76,0,93.31,0,0.82,1.45,14.3,4.33,0,0,5.59,16.97,0,1.94,1.45,5.31,42,3.58,0,24.27,534.11,2.57,1.47,6.62,0,0,13,0,1.5,4.32,10.86,23.6,103.15,0,0,5.82,0,11.82
 36-46,0,0,0,4.89,3.37,0,100.28,2.59,0.68,0,22.42,0,0,0.69,1.4,5.18,4.65,0,4.29,3.85,57.22,0.77,0,11.48,500.74,1.48,0,3.24,0,0,8.68,0,1.05,6.69,30.52,1.34,88.67,0,0,6.9,0,0.85
 48-58,0,0,0,8.27,0.39,0,252.57,0.81,0.91,7.57,49.15,6.47,0.37,3.69,5.7,16.79,2.08,0,5.26,8,65.27,0.81,2.14,10.08,508.19,0,0.38,2.31,0,0,17.14,0,0,0.79,8.8,0,113.44,0,0,3.33,0,0.47
 60-70,0,0,0,19.11,0.66,0,379.58,6.71,1.77,2.42,57.82,10.91,0.63,0.93,6.41,2.86,4.44,0.77,7.04,4.38,75.52,1.46,1.42,7.76,559.22,0,2.68,0,0,0,9.34,0,0,9.27,8.91,0,91.83,0,0,8.13,2.15,8.19
 72-82,0,0,0,7.18,2.96,2.33,365.63,1.38,0.58,6.04,76.22,4.21,0.55,0,2.47,2.5,0.55,1.48,3.65,0,75.61,2.14,10.71,8.61,344.69,0.58,5.24,3.33,0,0,7.02,0,0,4.78,9.3,0,52.89,0.51,5.12,20.2,2.32,8.85
 84-94,0,0,0,15.93,0.94,3.04,285.89,0.7,0,12.36,45.08,16.36,0,2.88,6.41,11.62,14.31,1.11,8.43,0.68,65.8,0,2.01,11.56,226.95,0.76,1.04,12.63,0,9.2,15.99,0,0,7.77,0,0,34.75,0.61,4.63,14.18,5.58,15.18
 96-106,0,0,0,11.35,1.27,2.23,220.02,3.41,1.49,8.4,38.88,7.42,0,2.27,5.84,8.91,3.43,2.39,7.16,0,79.17,2.42,0,12.57,210.82,0.58,7.32,10.1,0,0,12.84,0,0,0.59,3.72,0,15.9,0,1.01,4.74,1.95,4.39
108-118,0,3.31,0.49,14.85,6.4,14.1,302.24,1.17,1.03,1.31,57.49,9.54,0,0.56,4.76,5.84,7.97,0.66,10.82,0,74.25,4.81,3.9,7.33,335.3,0,4.83,3.96,0,4.4,11.91,0,0,1.81,3.19,0,23.72,1.13,0,5.35,1.35,1.22
120,1.19,0,0,28.43,6.95,1.09,237.68,6.58,9.55,3.67,126.11,26.1,0,14.07,19.15,11.09,9.66,5.6,6.25,0,145.27,2.21,20.54,31.7,658.01,2.06,16.43,20.52,0,4.48,27.42,0,0,4.24,2.35,0,3.34,0,4.44,5.5,8.38,3.14
