stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,353.2,7095.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.07,0,0,0,0,0,0,0,0,0,0
  5-6,445.76,5851.41,0,10.71,0,0,0,0,0,0,0,0,0,28.03,0,0,0,0,0,0,0,0,0,0,0,91.07,38.65,0,0,37.07,0,122.42,0,0,0,0,0,0,0,0,0,0
  7-9,37.94,57.26,0,48.91,0,0,0,147.53,0,0,0,0,0,41.75,0,0,0,0,0,0,0,0,0,0,0,1293.08,62.08,0,0,336.91,0,3.33,11.26,0,0,0,0,0,0,0,0,0
 10-12,0,22.27,0,141.56,0,16.41,0,44.36,0,0,0,0,0,17.62,0,0,0,0,0,0,0,0,0,0,0,618.38,23.17,0,0,417.53,0,0,0,10.74,31.78,7.74,3.51,0,0,0,0,0
 14-21,0,0,0,5.36,32.57,7.18,0,4.77,0,0,0,2.84,3.32,0,4.67,0,0.96,0,0,0,0,14.96,0,0,4.36,139.49,6.54,3.74,3.51,4.76,0,31.95,0,20.5,0,17.41,49.88,0,0,2.49,0,0
 24-34,0,0,0.96,0,28.48,0,0,19.01,0,2.31,1.54,7.02,0,0,3.56,1.61,3.5,0,3.01,3.77,0,21.98,0.74,0,8.49,445.13,0,5.88,4.04,0,0,72.87,0,0,3.96,7.85,97.1,0,0,6.47,0,0
 36-46,0,0,1.35,0,22.96,0,0,45.33,0,1.67,0,19.28,0,0.76,0.89,1.3,5.48,1.81,2.93,0,10.4,49.52,2.84,2.83,6.92,688.47,2.98,6.29,4.85,0,0,64.66,0,0,1.95,0,134.4,0,0,8.54,0,0
 48-58,0,0,0.39,0,23.41,0,0,108.98,0,1.99,1.59,32.93,0,0.57,1.03,9.54,0,0,0.88,6.82,9.7,35.72,1.16,0.42,1.16,590.52,0,4.83,3.36,0,0,32.61,0,0,1.26,0,128.78,0,0.51,8.63,0,6.19
 60-70,0,0,0.82,0,27.29,0,0,206.5,0,14.79,0,21.18,4.91,0,0.59,5.15,1.78,0.78,1.41,0,1.24,42.87,3.53,1.71,5.6,628.33,1.33,18.46,0,0,0,33.79,0,0,4.67,0,114.59,0.81,2.09,2.12,0,6.68
 72-82,0,0,1.34,0,13.91,1.65,0,228.69,0,8.26,2.99,35.56,4.56,0.52,4.4,2.99,0.54,0,4.47,0,0.57,44.31,4.78,4.15,7.75,649.78,0,5.84,5.01,0,0,32.02,0,0,0,0,123.07,0.91,2.1,19.21,0,5.61
 84-94,0,0,0,1,40.65,0,0,122.29,0.73,4.27,1.89,31.99,2.35,0,1.44,9.1,3.08,0.79,3.01,0,1.41,42.7,2.73,2.18,6.2,375.32,2.78,2.22,6.33,0,2.65,79.2,0,0,3.16,0,83.96,0,4.73,7.12,7.75,3.6
 96-106,0,0,1.92,0,16.17,16.51,0,148.55,0,8.18,0.74,22.65,14.8,0,0,14.27,2.06,3.81,3.66,0.6,0,43.15,6.68,7.69,1.5,293.89,1.15,11.03,5.12,0,1.94,48.73,0,0,0.6,0,43.98,13.33,2.19,20.35,0,4.62
108-118,0,0,1.13,0,35.87,0,1.99,189.08,1.2,7.82,1.09,28.04,19.39,0,0,9.07,4.48,2.91,0.59,2.17,3.69,62.15,7.02,3.66,0.87,467.25,3.15,6.39,1.74,0,0,47.34,0,0,5.87,0,39.27,5.01,1.94,9.47,0,4.19
120,0,0,3.64,0,62.76,8.63,0,144.65,1.78,6.52,0,64.16,1.53,0,0,16.66,0,1.87,3.37,0,1.61,88.89,1.31,13.39,0,755.82,24.25,20.48,23.65,0,0,55.31,0,0,0,0,105.75,1.46,4.03,25.18,8.87,2.78
