stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,24.25,296.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.79,732.21,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86,7.03,0,0,6.69,0,7.83,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.07,28.96,0,30.19,0,0,78.66,0,0,0,0,0,33.42,0,0,0,0,0,0,0,0,0,0,0,367.65,12.6,0,0,117.08,0,8.05,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.01,0,11.67,0,0,18.97,0,0,0,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,301.12,15.36,0,0,69.42,0,0,0,0,10.05,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.34,15.91,2.38,5.56,0,0,0,2.97,3.37,0,0.81,0,0.89,0,0,0,0,9.62,0,0,7.32,99.11,17.86,2.72,2.15,2.47,0,1.29,1.53,12.42,0,1.09,11.27,33.28,0,0,1.14,0,0
 24-34,0,0,0,2.01,7.81,0,18.37,0,0,0,2.43,0,0,0,0.77,0,0.92,0.93,0.76,0.64,12.24,2.33,0,7.72,213.92,1.93,2.53,1.8,0,0,3.62,0,0,0.71,0,3.36,42.84,0,0,7.02,0,0
 36-46,0,0,0,0,1.22,1.1,29.18,0,0.68,0.63,6.57,0,0,0,0,0,0,0,0.87,0,20.34,0,0,3.51,232.05,3.84,0,0,0,0,10.73,0,0,0,0,0,48.06,0,0,0,0,0
 48-58,0,0,0,0,2.41,0.4,46.84,0,0,0.69,26.26,0,0,0.44,0.42,0,0.89,0,0,0,19.2,0.4,0,5.08,228.57,0,2.51,1.53,0,0,7.06,0,0,0,2.36,0,37.05,0,0.42,5.68,0,0
 60-70,0,0,6.75,0,8.85,0,90.52,0,3.4,0,11.39,0,0,1.47,0,10.22,0,0,0,0,36.37,0,0,2.75,258.37,1.36,1.29,0,0,0,14.89,0,0,0,0,0,55.37,0,0,2.12,0,5.87
 72-82,0,0,0,0,1.16,13.3,65.78,0,0,2.62,18.66,0,0,1.32,4.88,0,0,0.6,0,1.29,33.85,1.8,0,0,214.3,0.88,2.53,0,0,1.31,1.23,0,0,0,0,0,13.81,5.71,0,1.63,0,6.42
 84-94,0,0,0,0,0.74,1.04,78.5,0,1.85,1.43,11.85,0,0,1.78,0,0,0.61,0,0,0,32.79,0,0,6.33,147.51,0.6,9.44,5.6,0,0,23.51,0,0,0,0,0,38.29,1.21,1.91,4.2,0,0
 96-106,0,0,0,0,4.69,1.91,62.23,0,0.82,0,21.2,0,0,0,3.57,0,0,0,0,0.67,27.61,0.76,0,4.17,109.55,0.62,5.42,1.47,0,0,7.39,0,0,0,0.64,0,4.72,1.14,0,3.22,0,10.5
108-118,0,0,0.41,0,6.78,0.57,55.88,0,1.08,4.3,6.81,2.83,0,0,0.61,0,0.44,0,3.17,0.64,41.6,6.39,0.63,4.52,204.83,1.58,2.91,1.99,0,0,15.37,0,0,0,0,0,10.66,0,0,1.01,0,4.33
120,0,0,0,0,14.29,0,42.15,1.57,1.49,28.59,34.73,1.12,0,0,1.93,7.56,1.59,0,0,1.61,17.46,0,0,2.74,258.14,0,7.23,13.81,0,0,6.28,0,0,0,0,0,1.53,0,0,0,2.01,1.1
