stage,axial,epidermis,eye,gut,ionocyte,mesenchyme,neural,otic,paraxial.mesoderm,periderm,spinal.cord,taste
  7-9,3.58,0,0,0,0,0,14,0,4.67,0,0,0
 14-21,0,0.99,0,0.82,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,1.16,0,0,0,0,0
 36-46,0,0,0,0,0,0,0.77,0,0,0,6.85,0
 48-58,0,0,0.38,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,1.26,0,0,0,0
 72-82,0,0,0,0,0,0,1.3,0,0,0,4.77,0
 84-94,0,1.33,0,0,1.68,7.35,0,0,0,0,0,1.01
 96-106,0,0,0,0,0,0,0,0,0,1,0,0
108-118,0,0,0,0,0,0,0,0,0,1.04,0,0
120,0,0,0,0,0,0,6.75,0,0,0,0,0
