stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,336.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,22.45,497.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.83,0,0,0,20.83,0,10.86,0,0,0,0,0,0,0,0,0,0
  7-9,17.31,38.15,0,58.77,0,0,0,123.43,0,0,0,0,0,81.87,0,0,0,0,0,0,0,0,0,0,0,917.84,8.45,0,0,446.03,0,5.76,4.3,0,0,0,0,0,0,0,0,0
 10-12,0,46.21,0,40.58,0,35.12,0,96.08,0,0,0,0,0,11.12,0,0,0,0,0,0,0,0,0,0,0,1603.18,14.41,0,0,707.55,0,0,5.62,3.96,195.78,10.09,10.53,0,0,0,0,0
 14-21,0,0,0,15.12,118.58,201.25,0,92.82,0,0,0,31.84,3.27,0.95,1.07,3.09,27.62,0,1.98,0,0,73.76,0,0,61.34,1109.37,20.06,13.34,4.4,68.92,0,77.64,0,172.46,10.51,112.96,428.68,0,0,9.38,0,0
 24-34,0,0.83,0,0.6,24.81,99.98,0,369.81,0,2.63,0.63,24.73,2.32,0,4.95,8.87,11.22,5.82,3.58,5.19,0,92.52,0.91,0.91,69.4,1537.11,2.1,21.5,10.74,0,0,57.61,0,1.89,0,5.89,259.22,0,0,17.29,0,15.34
 36-46,0,0,0,0,27.94,73.63,0,1261.2,0,16.67,0,46.58,0,0,0.92,7.82,10.89,1.19,1.34,0,0,102.59,0,10.79,49.86,1570.8,2.09,33.72,6.98,0,0,42.46,0,0,4.6,0,164.91,0,0,23.87,0,34.88
 48-58,0,0,0,0.5,46.52,55.85,0,2016.25,0,2.96,4.7,129.81,2.22,0,0.44,11.05,6.73,7.48,6.82,5.93,1.15,216.67,0,17.49,43.68,1307.88,1.35,7.38,16.18,0,0.64,22.85,0,0,2.59,0,121.54,0,0,31.42,0,28.46
 60-70,0.81,0,0,0,34.04,9.8,0,1357.7,0,1.54,18.18,156.2,16.09,0,1.77,19.1,2.93,8.94,14.36,1.06,0,216.45,2.7,13.62,36.54,1020.08,0,5.42,17.43,0,0.71,27.52,0,0,2.54,0,51.77,0.74,0,21.24,3.57,19.29
 72-82,0,0,1.2,0,65.69,27.58,1.16,560.26,1.76,0,6.4,147.47,21.24,0,9.04,24.86,18.05,2.75,6.73,2.34,0,263.86,0,34.12,58.06,715.63,0,34.45,17.9,0,2.95,26.27,0,0,6.33,0,27.84,5.33,0.76,40.05,1.86,15.6
 84-94,0,0,1.19,0.68,107.25,59.74,1.85,536.34,0,0,6.36,124.8,33.29,0,4.3,41.37,11.63,9.58,11.69,7.27,0,325,0,28.36,64.85,560.61,5.8,20.36,12.07,0,3.28,54.87,0,0,4.24,0,13.85,14.66,7.41,29.15,2.59,4.01
 96-106,0,0,3.11,0,109.11,83.46,3.14,328.76,0,0.76,1.7,104.54,31.41,0,16.89,56.01,12.13,7.38,8.59,2.3,0,175.73,1.42,10.61,37.46,463.6,0.61,14.22,21.3,0,2.4,55.44,0,0,3.25,0,12.19,6.72,1.38,83.28,3.45,4.35
108-118,0,0,1.83,0.98,107.9,111.75,1.41,424.22,0,2.93,2.27,122.12,38.9,0,6.92,78.09,2.7,21.71,9.79,10.91,2.58,168.69,4.82,17.48,47.27,711.01,3.91,13.56,21.48,0,9.21,44.41,0,0,8.47,0,3.95,9.38,1.34,48.08,1.81,4.59
120,0,0,0,0,80.9,109.53,0,409.84,0,4.86,1.04,189.64,27.72,0,1.54,83.06,5.59,9.79,7.47,3.84,0,119.05,0,2.35,55.69,725.75,8.28,11.27,5.58,0,0,15.93,0,0,1.16,0,6.64,0,3.8,55.73,2.27,0
