stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,1293.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.24,0,0,0,0,0,0,0,0,0,0
  5-6,38.86,1847.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44,0,0,0,0,0,17.67,0,0,0,0,0,0,0,0,0,0
  7-9,0,171.92,0,7.62,0,0,0,302.44,0,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,2890.83,0,0,0,71.49,0,8.57,5.5,0,0,0,0,0,0,0,0,0
 10-12,0,53.18,0,4.37,0,0,0,126.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859.88,0,0,0,124.13,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.52,0,12.81,1.18,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.77,0,23,1.29,0,0,0,0,0,0,1.64,537.34,0,0,0,0,0
 24-34,0,0,4.87,0,22.26,2.91,0,37.31,0,1.07,0.9,5.04,0.67,4.01,1.85,0,1.75,0,0.63,8.52,0,9.56,0,0,14.72,3897.84,1,248.04,2.48,0,0,6.78,0,0,0,0,1999.64,0,0,5.88,0,1.65
 36-46,0,0,0.85,0,30.09,0,0,172.87,0,0,2.17,29.88,0,0,0,1.05,0,0.88,0.67,6.31,2.72,8.02,0,0,3.46,7402.17,0,397.05,1.7,0,7.92,22.63,0,2.82,0,0,2807.4,0,0,5.4,0,3.12
 48-58,0,0,0,0,11.32,0.65,0,551.68,3.83,14.06,2.85,84.22,0.8,0,0,0.67,0,0,0.48,0,12.25,32.14,2.73,1.03,11.2,7469.18,0,253.67,2.6,0,0,5.19,0,0.73,1.67,0,2208.52,0,0,0.58,0,28.62
 60-70,0,0,2.19,0,10,0,0,742.42,0,0,3.56,53.5,4.04,0,0,0.81,0,3.59,0,1.63,0,28.51,6.53,0,3.55,7111.87,0,222.2,1.42,0,0.66,11.11,0,0,8.52,0,1467.23,1.62,0,12.79,0.85,16.43
 72-82,0,0,11.2,0,23.03,2.11,0,864.44,0.79,0.95,5.9,56.84,2.93,0,0,3.74,7.18,1.35,0,5.74,3.17,45.73,2.56,0,2.86,5521.02,0,299.16,2.62,0,0,6.64,0,1.24,0,0,851.71,8.6,0,4.02,0,14.07
 84-94,0,0,10.18,0,26.17,7.08,0,680.1,1.83,1.47,0.96,69.17,4.7,0,4.19,0,7.01,1.34,0.65,1.01,0,41.1,1.73,3.37,9.82,4081.53,0,325.69,1.03,0,0,3.06,0,0,0,0,648.94,16.04,1.74,0.83,0.92,11.19
 96-106,0,0,5.18,0,35.69,16.33,0,452.65,0,1.54,1.24,90.84,4.85,0,0,2.73,7.65,3.97,3.81,0.7,3,27.08,1.17,9.8,2.99,3349.15,0,449.1,3.32,0,0.97,5.5,0,0,0,0,258.26,11.93,0,2.02,0.76,30.99
108-118,0,0,2.56,0,28.07,6.54,0.46,430.03,0.61,4.3,2.53,125.55,7.62,0,0,0.64,15.16,0,2.43,4.25,0,34.88,0,0.45,2.25,4119.01,0,333.98,0,0,0,1.29,0,0,0,0,222.41,17.99,0.67,0.81,0,0
120,0,0,0,0,3.7,0,0,444.15,0,1.21,4.03,139.6,3.02,0,1.17,0,8.61,0,0,0,0,40.16,0,0,13,4262.69,0,173.12,0,0,0,2.93,0,2.39,0,0,321.91,5.31,0,0,0,0
