stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,137.88,2011.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,0,0,0,0,0,0,0,0,0,0,0
  5-6,40.67,435.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.45,27.67,0,0,7.5,25.4,0,0,0,0,0,0,0,0,0,0,0
  7-9,89.64,12.25,0,64.01,0,0,0,61.76,0,0,0,0,0,74.16,0,0,0,0,0,0,0,0,0,0,0,575.95,62.24,0,0,250.65,7.16,4.57,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.29,0,43.61,0,0,0,168.45,0,0,0,0,0,68.54,0,0,0,0,0,0,0,0,0,0,0,641.33,36.92,0,0,255.93,0,9.77,5.64,34,0,0,0,0,0,0,0,0
 14-21,0,0,1.69,4.64,30.93,21.93,0,52.62,0,0,0,4.62,2.18,24.44,0,0,5.97,0,0,3.02,1.26,28.01,1.81,0,18.43,367.12,12.96,0.83,3.56,7.55,7.1,2.6,48.41,5.95,3.23,99.15,84.81,0,0,0,0,0
 24-34,0,0,1.29,3.72,5.96,0,0,45.97,0,0.8,0,3.54,4.03,0,0,0,25.56,1.76,0,0.9,0,28.89,2.02,1.52,9.51,291.39,1.49,1.13,4.28,0,10.54,0,0,4.97,1.69,8.76,40.18,0,0,0.6,0,7.46
 36-46,0,0,0,0,16.2,1.12,0,36.71,0,0.64,0,6.34,3.5,0,0.79,0,2.82,1.11,0.83,0.62,0,12.05,0,0,11.03,183.01,0.64,4.21,2.33,0,1.41,0.91,0,1.66,0.64,0,41.63,0,0,1.42,0,3.66
 48-58,0,0,0,0.63,7.73,0,0,55.78,3.61,0.92,0,17.74,4.2,0,0,3.18,5.88,1.25,1.39,6.78,0,9.16,0,4.24,17.56,168.5,0.54,5.12,0.94,0,0.8,0,0,1.1,0.37,0,40.53,0,0,2.55,0,0
 60-70,0,0,0,0,3.69,5.97,0,55.51,12.45,2.42,0,31.45,8.03,0,0,2.61,3.68,1.15,0,9.95,0,7.54,0.63,1.11,15.67,208.72,0.65,5.63,0,0,1.78,0,0,1.68,0,0,24.99,0,0,3.94,0,0
 72-82,0,0,0.76,0,3.99,3.11,0.67,54.41,0,2.32,0.56,35.61,12.21,0,0,0.66,8.87,0,0,29.48,0,10.27,0,1.06,5.18,248,3.71,4.45,0,0,5.89,0,0,2.51,0,0,18.06,0,0,3.39,4.38,0
 84-94,0,0,2.46,0,15.62,2.79,6.91,48.44,0.91,0.59,5.94,18.28,9.26,0,0,2.3,14.08,2.87,0,4.34,5.31,23.86,1.5,2.04,14.21,188.2,0,3.97,4.21,0,8.07,0,0,0.57,2.09,0,12.42,0,0,3.67,1.2,0
 96-106,0,0,4.13,0,12.1,3.88,1.24,39.4,0.71,0.86,1.02,52.35,10.43,0,3.14,5.64,10.01,0,1.04,23.52,1.15,31.1,0,2.45,9.4,151.09,0,16.2,2.86,0,24.79,0,0,0.67,0.6,0,13.11,0.71,1.23,8.63,1.66,0.8
108-118,0,0,0,0,13.54,7.02,2.14,72.71,0,2.8,9.18,36.04,9.49,0,0,8.19,13.25,1.33,1.05,14.32,5.18,37.78,0,1.85,13.15,325.7,0,10.52,2.38,0,14.41,1.42,0,3.58,2.78,0,5.27,0.63,0,4.67,2.77,9.8
120,0,0,24.4,0,20.9,7.72,0,112.86,0,3.53,1.69,98.52,18.36,0,0,10.99,2.97,1.11,0,12.03,0,61.95,0,0,20.56,699.2,1.08,11.75,4.69,0,14.46,1.53,0,12.12,0,0,0,0,0,2.15,5.18,0
