stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,211.49,3617.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,83.67,1885.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.49,0,0,0,24.63,0,9.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.24,0,0,12.37,0,0,0,8.52,0,0,0,0,0,10.54,0,0,0,0,0,0,0,0,0,0,0,208.3,16.47,0,0,85.85,0,4.39,3.79,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,15.83,0,21.65,0,11.36,0,24.14,0,0,0,0,0,53.32,0,0,0,0,0,0,0,0,0,0,0,429.36,12.63,0,0,215.64,0,3.81,0,0,12.66,0,5.96,0,0,0,0,0,0
 14-21,0,0,0,0.88,52.63,37.98,0,23.99,0,0,0,8.19,1.11,10.83,1.07,0,4.41,0,0,0,4.11,46.75,0,0,38.9,272.6,24.55,1.55,0.99,5.23,0,53.66,1.16,49.7,4.55,28.97,114.74,59.82,0,0,8.51,0,0
 24-34,0,0,0,4.41,8.89,10.53,0,74.84,2.27,1.57,0,6.29,0,0.67,18.71,1.5,27.48,4.08,1.32,9.27,6.03,73.17,3.91,0.69,28.82,625.64,2.14,3.69,5.43,0,0,66.89,0,0,6.17,7.95,34.59,103.95,0,0,33.39,0,4.93
 36-46,0,0,0,0,10.42,0.57,0,161.77,22.4,1.86,0,24.7,1.58,0,2.84,9.13,32.27,4.04,0,2.29,6.6,59.9,9.81,6.41,18.45,691.26,7.02,19.91,4.12,0,0,43.29,0,0,1.24,10.3,0.7,104.79,0,0,23.1,0,1.54
 48-58,0,0,0,0,16.51,0.78,0,332.62,10.98,8.95,6.36,53.5,2.57,0,4.23,22.11,13.45,7.12,0,1.42,12.51,118.59,13.44,2.78,26.2,617.67,0.58,2.41,4.06,0,0,40.06,0,0,4.96,17.83,0,128.75,0,0.42,13.04,0,16.92
 60-70,0,0,11.36,0,11.96,9.46,0,497.76,15.56,0,4.01,60.18,10.36,0,0,9.84,13.32,2.85,1.66,10.14,5.94,145.32,0,12.02,32.39,658.04,3.91,3.01,3.28,0.81,0.71,36.92,0,0,4.74,17.33,0,76.16,3.1,0,24.73,0,7.4
 72-82,0,0,2.74,0,13.58,16.99,2.29,400.04,2,0,5.72,80.84,8.75,0,0,8.16,7.01,18.04,2.05,2.73,4.98,172.32,5.64,2.29,39.08,557.52,0,10.61,7.51,1.13,0,36.61,0,0,5.69,7.6,0,32.52,0,4.2,22.87,2.01,10.22
 84-94,0,0,1.44,0,18.6,30.2,2.54,331.7,6.17,4.48,10.22,48.53,14.1,0,0,10.68,16.87,4.06,3.03,13.17,2.72,137.16,0.78,3.76,32.61,359.03,0,1.46,6.9,0,0.57,49.33,0,0,6.67,2.02,0,50.5,2.66,6.67,20.77,7.15,11.64
 96-106,0,0,5.27,0,26.29,40.48,1.52,222.93,7.03,1.49,7.99,56.32,12,0,2.86,20.81,17.91,2.44,0.57,7.2,3.46,90.96,2.18,6.57,21.16,318.65,0.59,12.88,10.14,0,0.79,46.65,0,0,5.12,1.98,0,15.76,4.53,3.94,14.63,2.02,5.68
108-118,0,0,2.51,0.49,29.72,15.78,12.75,263.15,3.41,2.09,4.38,65.44,13.25,0,0.88,15.45,25.25,10.44,3.13,5.65,2.29,113.03,2.38,8.3,22.76,349.11,2.88,9.77,10.96,0,0,56.14,0,0,4.2,5.63,0,2.06,5.67,1.73,26.96,1.51,21.99
120,0,0,1.22,1.28,49.36,30.17,4.25,216.55,1.99,11.33,5.54,88.85,13.63,0,1.85,15.48,17.16,14.27,3.23,18.91,0,130.11,2.51,15.06,50.02,545.55,8.2,7.57,22.65,0,0,43.93,0,1.12,5.7,0,0,12.03,3.81,3.24,23.71,0,13.53
