stage,endoderm,epidermis,eye,fast.muscle,glial,heart,lateral.line,melanocytes,mesenchyme,mural.cell,muscle,neural,olfactory,otic,periderm,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle
 24-34,0,0,0,0,0,0,0,0,3.09,0,1.1,3.82,0,0,0.75,0.68,0,1.16,0
 36-46,0,0,0.9,0,0,0,0,0,4.61,0,0.56,3.23,0,0,0,0,0,2.62,0
 48-58,0,0,1.5,0,0,0,0,0,2.76,0.55,0.79,7.59,0,0,0.57,8.37,0,0,0
 60-70,0,2.29,10.31,0,7.49,0,0,0.93,6.23,0.98,1.6,13.02,0,0,0,1.16,1.47,1.37,0
 72-82,0,0,14.26,0,5.71,0,0,0,6.02,1.67,0.51,21.41,0,0,0,3.21,0.53,8.06,2.71
 84-94,1,0,10.54,0.7,0,0,0,0,0.61,0,0,5.71,0,0.82,0,4.17,0,2.69,2
 96-106,0,0,7.8,0,5.01,0,0.65,0,11.21,5.07,0,4.71,1.1,0,0,0.57,2.17,3.41,1.94
108-118,0,0,12.02,0,9.1,1,0,0,17.05,0,0,15.88,0,0.69,0,3.2,0,3.4,0.71
120,0,0,27.23,0,0,0,0,0,7.88,0,0,29.57,0,0,0,0,9.32,0,2.97
