stage,epidermis,eye,immune,ionocyte,lateral_line,mesenchyme,mucous,neural,periderm,spinal_cord,vasculature
 14-21,1.72,0,0,0,0,0,0,0,0,0,1.86
 24-34,0,0,0,0,0,0.66,0,0,0.59,0,0
 36-46,0,0,0,0,0,0,0,5.59,0,5.14,0
 48-58,0,0,0,0,0,0.44,0,0,0,0.74,0
 60-70,0,0,0,0,0,0,0,1.76,6.41,1.52,0
 72-82,0,1.26,0,0,0.61,0.53,0,0,0.49,0,0.49
 84-94,0.68,0,0,0,0,0,0,4.41,6.48,0,0
 96-106,0.56,0,0.83,0,0,1.61,0,1.9,9.09,0,0
108-118,1.63,0,0,0,0,1.12,1,0,2.43,0,0
120,1.36,0,0,1.06,0,0,0,0,12.39,0,0
