stage,epidermis,eye,glial,muscle,neural,paraxial_mesoderm,periderm,spinal_cord,vasculature
 10-12,0,0,0,0,19.57,0,0,0,0
 14-21,0,0,0,0,13.55,1.09,0,1.46,0
 24-34,0,0.66,0,2.11,15.06,0,0,11.4,0
 36-46,0,5.86,0,0,23.45,0,0,8.19,0
 48-58,0,2.11,1.2,0,35.8,0,0,4.46,0
 72-82,0,3.34,5.08,0.53,19.6,0,0,4.13,1.04
 84-94,1.13,0,3.13,0,6.15,0,0,0,0
108-118,0,0,0,0,6.89,0,1.04,0,0
120,0,3.78,0,0,6.33,0,0,0,0
