stage,blastomeres,epidermis,eye,glial,iridophores,neural,periderm,pgc,spinal.cord
  3-4,55.38,0,0,0,0,0,31.46,0,0
  5-6,33.05,0,0,0,0,0,0,0,0
  7-9,5.25,0,0,0,0,18.22,0,0,0
 10-12,0,0,0,0,0,3.42,0,0,0
 24-34,0,0,0,0,0,0.92,0,0,0
 36-46,0,0,0.69,0,0,2.38,0,0.78,1.3
 48-58,0,0,2.96,0,5.08,11.79,0,0,5.61
 60-70,0,0,0,0.64,0,10.11,0,0,0
 72-82,0,0,2.59,0,0,0,0,0,0
 84-94,0,0.66,0,0,0,1.86,0,0,0
108-118,0,0,6.11,0,0,0,0,0.42,0
