stage,axial,blastomeres,endoderm,eye,lateral.line,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  5-6,6.86,72.13,0,0,0,0,0,0,0
  7-9,0,0,0,4.58,0,0,3.53,0,0
 10-12,0,0,8.73,0,0,0,0,5.32,0
 14-21,0,0,0,0,0,0.84,0.8,0,0
 36-46,0,0,0,4.67,0,0,1.64,0,0
 48-58,0,0,0,0.38,0.41,0,1.49,0,0.64
 84-94,0,0,0,0,0,0,0.6,0,0
 96-106,0,0,0,0.67,0,0,0,0,0
