stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1.41,13.65,85.97,20.32,0,40.97,0,0,0,5.88,6.27,0,0,1.28,1.33,0,0,0,0,32.52,0,0,42.38,476.95,21.81,2.26,2.52,11.96,0,25.38,0.9,55.36,2.96,11.76,87.93,123.02,0,0,0,0,0
 24-34,4.02,0.6,4.62,23.55,1.29,0,73.54,0.68,1.38,2.8,9.34,0.61,8.83,0.69,1.63,3.75,0.7,0,0,0.59,72.32,4.41,2.49,33.67,554.62,5.33,2.53,6.86,0,0,82.19,0,0,0,12.7,29.42,102.53,0,0,4.83,0,2.88
 36-46,0,0,0,15.72,0,0,61.02,9.77,0.79,2.31,10.42,0.72,0,1.05,0,2.43,2.28,0.57,4.05,0,74.43,3.27,0,13.08,392.39,0.62,1.26,0.85,0,0,54.64,0,0,0,17.59,2.11,84.28,0,0,5.68,0,0
 48-58,0,0,0,20.08,1.54,0,113.36,2.1,5.77,3.35,24.69,1.9,0,1.49,0.58,7.31,0,0.42,0,0,71.39,13.36,0.69,23.44,365.85,1.96,2.07,7.04,0,0,42.36,0,0,0,2.91,0,56.47,0,0,4.04,0.9,2.67
 60-70,0,0.82,0,16.37,0,0,99.05,9.22,0,0.64,9,1.57,0,0,0.78,1.91,0,4.42,0,0,33.78,1.41,0,4.46,271.37,1.87,3.07,1.99,0,1.21,10.72,0,0,0.64,5.68,0,23.86,0,2.13,2.1,0,6.06
 72-82,0,0.83,0,6.68,4.04,0,72.05,7.51,0,0.64,20.7,5.93,0.6,0,1.38,1.88,0.57,0,0,0,65.91,0.59,5.71,16.78,199.75,0.52,2.28,0,0,0,9.05,0,0,0,3.87,0,16.66,2.13,1.83,6.94,1.37,0.55
 84-94,0,5.95,0,19.38,0,1.52,79.8,2.88,0,2.49,5.51,10.58,0,0,1.43,2.36,5.2,1.57,0,7.46,43.33,2.26,2.25,11.28,157.67,3.86,2.35,1.54,3.85,0,42.59,0,0,0,13.6,0,15.27,2.63,0,1.69,1.36,2.28
 96-106,0,2.87,0.66,9.42,14.48,0,54.32,8.79,0,1.78,14.77,6.39,0,0.62,2.18,0.97,1.61,1.72,0,0,32.61,2.99,0,6.14,112.66,1.64,8.31,2.8,0,0,17.47,0,0,1.33,20.2,0,4.51,2.21,1.9,5.8,1.14,0.91
108-118,0,2.42,0.74,12,1.22,4.16,38.78,11.64,0.91,2.97,15.69,7.37,0,0,3.47,3.66,1.09,0,4.26,0,45.19,6.28,2,24.19,164.11,1.65,5.6,2.96,24.32,0.76,41.67,0,0,0,30.93,0,2.45,2.32,0,7.17,0.42,3.9
120,0,0,0,23.27,4.12,1.03,34.13,30.57,0,0,43.62,3.73,0,0,0,2.19,13.33,0,4.74,0,50.93,4.3,0,35.32,216.58,25.81,0,13,0,0,12.54,0,1.12,0,23.97,0,0,0,0,3.98,0,0
