stage,epidermis,eye,gut,immune,neural,periderm,spinal_cord
  5-6,0,0,0,0,13.67,10.51,0
  7-9,0,4.34,0,0,0,0,0
 36-46,0,0,0,0,0.94,0,0
 48-58,0,0,0,6.57,1.36,0,0
 60-70,0,0,0.65,7.9,0,0,0
 72-82,0,0,1.57,6.82,0,0,0
 84-94,0.87,0,1.79,6.75,0,0,0
 96-106,0,0,4.34,5.95,0,0,0
108-118,0,0,0.65,5.89,0,0,2.91
120,0,0,0,17.03,0,0,0
