stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,126.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,129.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.85,0,0,0,9.28,0,0,4.57,0,0,0,0,0,0,0,0,0,0
 10-12,5.71,0,0,0,0,0,0,0,0,0,0,0,20.42,0,0,0,0,0,0,0,0,0,0,0,262.81,4.99,0,0,21.31,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.07,1.03,10.51,8.33,0,4.21,0,0,0,0,0,0,1.07,0,1.83,0,0,0,0,4.95,0.95,0,0.9,104.25,0,64.31,4.29,1,0,0,0.9,3.17,0,0,2.77,34.23,0,0,0,0,0
 24-34,0,0,0,14.49,1.6,0,7.74,0,3.56,0,4.73,1.69,0,3.07,0,2.32,0,1.18,0,0,11.58,0,0,7.08,414.46,0,39.72,1.74,0,0,19.48,0,0,0,0,1.91,64.15,0,0,9.38,0,0
 36-46,0,0.98,0,35.21,1.2,0,38.82,5.32,9.88,0,13.12,2.36,4.57,1.61,17.22,9.04,0,0,1.74,0.7,15.37,5.18,0,2.03,678.23,0,13.05,7.72,0,0,56.91,0,0,0,1.67,0,61.72,0,0,15.15,0,0
 48-58,0,0,0,35.01,1.34,0,66.76,0.68,0.4,0,34.26,0,0.75,1.06,2.06,4.37,0,0,4.01,0.97,18.52,1.45,0,5.56,561.75,15.59,3.74,3.05,0,0,39.93,0,0,0,4.5,0,77.49,0,0.42,8.9,0,14.73
 60-70,0,0,0,61.04,1.49,0,111.25,0,6.21,1.37,60.12,0.64,0.66,0.7,2.34,0,0,0,2.97,2.64,61.13,5.9,8.29,7.67,472.08,17.82,10.09,4.48,0,0.66,30.66,0,0,2.56,2.68,0,82.34,0,0,11.62,0,12.63
 72-82,0,0.91,0,24.05,2.7,0,55.53,0,3.99,0.59,47.54,2.29,0,0,1.27,0,1.03,0,1.98,8.34,100.53,4.78,6.79,4.13,356.39,0,11.31,0,0,1.12,11.59,0,0,0,0,0,21.08,4.23,3.17,26.64,3.26,0
 84-94,0,3.06,0,28.42,0.64,0,26.06,0,2.45,0,55.75,1.19,0,0,0.89,4.21,1.82,0,0,0,76.9,2.25,6.65,4.75,269.89,0.67,5.06,4.06,0,0,4.42,0,0,0,0,0,22.19,9.97,4.78,20.02,3.8,0.62
 96-106,0,3.96,0,44.04,1.89,0,23.58,0,1.05,0,42.72,2.91,0,0.79,5.8,1.18,0,0,3.07,0,84.49,7.29,1.09,1.13,262.66,0,9.34,1.76,0,0,2.81,0,0,0,0,0,7.91,13.78,6.69,33.35,3.34,1.26
108-118,0,7.25,0,31.14,0,2.66,34.87,0,5.46,7.25,33.7,2.78,0,0,4.1,1.57,3.37,1.47,0.95,0.58,107.74,3.74,6.04,2.44,343.97,0,6.74,10.39,0,3.85,5.87,0,0,0,0,0,3.53,9.65,3.02,27.39,1.37,4.77
120,0,0,0,55.19,1.01,1.71,45.23,0,14.53,0,86.1,1.12,0,0,10.15,0,0,0,0,0,73.54,0,21.1,4.9,237.37,0,4.6,3.1,0,6.67,3.55,0,0,0,0,0,16.67,1.19,0,31.59,0,0
