stage,blastomeres,epidermis,eye,mesenchyme,mucous,neural,periderm,spinal.cord
  7-9,0,0,0,0,0,10.61,0,0
 10-12,10.82,0,0,0,0,0,0,0
 14-21,0,0.88,0,0,0,0,23.81,0
 24-34,0,0,0,0,0,3.77,34.82,0
 36-46,0,0,0.66,0,0,1.59,79.1,0.99
 48-58,0,0,0,4.36,0,0,32.58,0
 60-70,0,0,0,0,0,0,18.66,0
 72-82,0,0,0,0,0,0,11.73,0
 84-94,0,0,0,0,0,0,51.81,0
 96-106,0,0,0,4.07,0,0,66.04,0
108-118,0,0,0,0,0.64,1.45,39.51,0
120,0,0,0,0,0,11.78,22.43,0
