stage,epidermis,eye,fin.epithelia,glial,gut,mesenchyme,neural,spinal.cord
 14-21,1.04,0,0,0,0,0,1.73,1.29
 24-34,0,0,0,0,0,0.81,1.66,0
 36-46,0,0.64,0,1.22,0,4.96,4.81,2.64
 48-58,3.77,8.71,0,1.1,0,2.27,9,3.03
 60-70,0.68,15.05,2.07,1.96,0,1.07,10.62,1.15
 72-82,0,0,0,0,0,8.53,10.77,0
 84-94,2.19,0,0,0,0,0,5.87,0
 96-106,0,2.48,0,0.75,0,6.37,1.28,0
108-118,0.85,0,0,3.34,0,5.58,2.32,0
120,0,0,0,0,1.73,0,0,0
