stage,epidermis,eye,glial,mesenchyme,neural,otic,spinal.cord
 24-34,0,0,0,0,3.2,0,0
 36-46,0,0,0,0,0,0,1.35
 48-58,0,0,0,0,2.91,0,0
 60-70,0,0.61,0,1.09,12.09,0,0
 72-82,2.32,16.25,0,0,4.69,1.27,0
 84-94,0,4.79,0,0,11.3,0,0
 96-106,0,3.09,2.03,0,5.86,0,0
108-118,0,5.36,1.85,0,4.24,0,0
