stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,187.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.05,641.61,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,91.9,0,0,0,9.09,7.49,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.3,24.87,0,3.95,0,0,0,50.28,0,0,0,0,0,16.82,0,0,0,0,0,0,0,0,0,0,0,435.77,14.92,0,0,152.3,8.05,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.83,0,53.85,0,0,0,28.52,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,496.75,27.98,0,0,159.75,0,0,0,11.67,0,0,13.42,0,0,0,0,0
 14-21,0,0,0,1.66,173.38,19.97,0,32.07,0,0,0,3.28,4.4,2.92,0.81,2.08,4.57,0,0,0,0,20.62,0.86,0,15.87,268.27,9,4.27,9.81,10.36,21.33,0,100.46,8.06,6.19,63.78,108.61,0,0,2.59,0,1.24
 24-34,0,0,0,3.62,27.21,3.34,0,20.31,0,3.53,0,3.35,1.41,0,1.04,0,8.27,1.92,1.64,0.75,3.78,32.09,2.44,0,7.18,264.05,1.51,14.39,6.14,0,43.28,0,0.71,2.68,8.67,10.35,92.99,0,0,3.53,0,6.63
 36-46,0,0,0,0.63,11.16,0,0,33.72,2.97,7.8,0,8.08,0,0,0.88,1.35,10.06,0,0.92,0,16.88,3.92,0.95,0.98,1.59,139.91,1.03,0,4.4,0,84.25,0,0,1.31,0,0,19.19,0,0,0.66,0,2.89
 48-58,0,0,0,0.43,11.7,0,0,75.39,0.85,0,0.69,4.94,0,0,0.87,0.94,0,0,0,0,9.05,9.42,0.81,0,1.55,130.92,3.15,3.47,0.43,0,28.73,0,0,0,4.41,0,30.78,0,0,0,0,1.12
 60-70,0,0,0,0,7.73,0.76,0,148.72,0,0,0,3.18,0,0,0,15.26,3.17,4.06,1.08,0,6.77,14.61,0,0,0,78.93,0,0,8.32,0,15.06,0,0,1.17,0,0,17.6,0,0,1.69,1.25,7.48
 72-82,0,0,0.61,0,7.71,5.72,0,62.13,0,0.55,2.36,4.98,5.04,0,0,9.46,2.2,0,2.7,0,0,8.9,0,0,0.81,78.31,0,2.13,6.14,0,16.61,0,0,2,0,0,6.73,3.6,0,1.15,0,7.51
 84-94,0,0,2.56,0,20.04,13.1,1.77,92.22,0,4.98,2.6,5.72,3.09,0,2.51,7.47,1.76,0.58,0.6,2.61,3.35,20.49,2.64,0,0,78.64,4.08,6.52,2.73,0,67.94,0,0,4.69,0.57,0,11.49,3.65,0,1.24,0,1.04
 96-106,0,0,0.99,0,17.23,16.39,0,102.93,0,6.8,1.49,10.27,6.49,0,0,7.02,7.59,0.74,1.59,0.56,0,18.86,5.82,0,1.53,108.98,0,4.05,5.58,0,41.14,0,0,3.24,0,0,14.09,6.8,0,2.9,0.64,5.45
108-118,0,0,3.71,0.77,24.06,6.04,2.69,81.12,0.43,11.51,0,9.08,3.86,0,0,15.6,4.59,4.44,0.8,4.23,0.55,10.13,6.93,0,1.27,77.43,1.66,7.31,7.28,0,40.92,0,0,1.16,0,0,1.65,5.45,0,1.03,1.03,2.83
120,0,0,0,0,29.91,0,0,53.06,0,8.1,1.67,8.59,2.52,0,7.84,15.82,5.09,0,0,1.13,0,2.88,0,0,2.83,163.05,2.24,3.23,3.9,0,37.9,2.5,0,1.02,2.42,0,0,2.25,6.5,0,0,2.33
