stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1713.97,27858.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.43,0,0,0,0,0,0,0,0,0,0,0
  5-6,3036.33,35671.17,0,82.54,0,0,0,0,0,0,0,0,0,180.16,0,0,0,0,0,0,0,0,0,0,0,1026.3,158.53,0,0,396.3,0,551.45,0,0,0,0,0,0,0,0,0,0,0
  7-9,1111.29,977.67,0,1067.17,0,5.98,0,2797.95,0,0,0,0,0,1157.44,0,0,0,0,0,0,0,0,0,0,0,26517.13,1187.92,0,0,8799.98,0,43.25,235.24,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,542.67,0,862.46,0,190.16,0,2044.43,0,0,0,0,0,441.44,0,0,0,0,0,18.1,0,0,0,0,0,16914.79,530.42,0,0,6227.79,0,15.16,198.48,17.53,755.99,0,22.25,18.67,0,0,0,0,0
 14-21,2.31,0,4.91,38.77,531.61,145.71,0,282.77,0,2.38,0,84.58,24.18,10.98,10.6,0.95,17.43,1.11,0,7.36,10.99,260.97,1.65,0,202.7,3821.35,71.28,38.88,50.03,89.04,0,63.77,20.42,429.66,30.92,17.61,561.15,1267.95,0,0,26.8,0,6.78
 24-34,0,0.83,3.04,12.76,143.33,10.88,0,511.18,0.72,10.5,4.78,84.03,4.18,9.14,2.38,5.99,17.22,2.86,11.89,9.32,9.56,359.93,1.45,2.34,111.18,6244.16,12.9,60.67,52.16,0,0,106.76,1.29,3.48,12.99,4.89,50.77,1216.34,0,0,85.85,0,14.51
 36-46,0,0,0,2.73,59.82,7.17,0,1618.43,0,12.71,19.1,266.85,3.73,0,17.46,13.32,8.07,13.26,15.85,9.85,11.6,512.63,2.64,10.04,103.64,9157.82,26.38,78.27,28.24,0,2.85,187.44,1.59,0,12.34,7.04,0,1700.4,0,3.25,62.03,0,14.71
 48-58,0.58,0,1.31,1.37,97.17,7.53,0,3206.01,4.6,15.06,17.54,452.38,2.98,3.39,12.79,40.09,3.93,10.62,10.88,4.72,14.4,577.5,19.27,28.76,128.59,7712.23,18.11,41.22,45.65,0,1.83,101.39,0,1.84,4.62,8.5,0,1421.89,0,2.89,76.12,0.5,56.63
 60-70,0.81,0,11.89,0,78.67,4.9,0.72,4723.43,3.79,12.31,41.27,373.58,9.49,6.96,17.51,29.06,6.16,12.4,19.84,7.09,4.2,617.93,0.84,19.78,66.47,6659.04,8.91,29.54,38.4,0,6.47,58.78,1.28,0,12.36,3.31,0,856.5,6.73,6.09,31.16,4.4,55.45
 72-82,0,0,10.05,0,102.96,46.99,0.9,3317.51,6.51,5.58,39.04,291.37,12.79,1.64,14.76,33.14,16.88,5.17,13.64,0.76,7.61,739.03,12.01,21.93,62.84,4234.83,4.14,57.47,38.92,0,3.89,86.6,0.56,0,2.57,0,0,507.31,22.09,12.2,73.55,14.84,42.09
 84-94,0,0,6.05,0,162.24,73.95,4.57,2357.07,8.99,15.56,25.55,307.59,25.72,3.63,10.61,40.74,24.17,21.26,11.43,17.79,25.76,652.5,13.92,44.53,58.49,3001.32,20.7,49.71,44.96,0,9.87,263.09,0,0,5.9,2.11,0,347.14,27.95,17.88,84.73,22.88,9.56
 96-106,0,0,14.71,0,126.69,79,1.28,2101.66,5.98,13.88,24.37,297.26,39.93,0,20.97,54.73,27.75,19.17,19.72,30.14,0,523.35,18.51,28.4,53.73,2181.05,9.55,43.9,37.94,0,15.44,248.62,0.93,0,2.89,0,0,171.41,15.5,8.83,134.94,16.02,31.7
108-118,0,0,5.62,0,224.07,85.6,28.29,1919.15,4.3,31.55,24.76,316.04,44.83,0,14.52,53.71,17.28,40.87,17.02,22.36,9.6,590.62,12.98,33.56,66.32,3282.13,14.85,46.6,32.33,0,21.97,203.73,0,0,8.38,4.42,0,130.89,29.51,24.3,85.77,12.11,26.41
120,0,0,2.94,2.94,245.99,30.55,34.63,1390.74,11.5,32.22,30.92,365.69,39.01,0,17.5,84.72,11.08,18.53,10.78,4.15,3.12,573.25,6.16,50.83,79.66,3589.97,32.48,102.74,71.76,0,21.4,183.19,0,0,16.25,1.52,0,76.98,24.53,22.32,91.07,20.21,5.44
