stage,epidermis,eye,mesenchyme,neural,olfactory,otic
 14-21,0,0,0,0.88,0,0
 24-34,2,0,0,0,0,0
 36-46,0,0,0,2.44,1.29,0
 48-58,0,0,0,0.87,0,0
 60-70,0,0,0,3,0,0
 72-82,0,2.54,0,3.88,1.21,1.35
 84-94,0,0,1.85,0.93,0,0
