stage,eye,glial,neural,olfactory,spinal.cord
 36-46,0,0,1.17,0,0
 48-58,0,0,0,0,0.93
 60-70,0,0,1.1,0,0
 72-82,1.77,0.53,0,0,0
 84-94,6.79,0,0,0,0
 96-106,4.62,0,0,0,0
108-118,10.8,0,0,0,0
120,14.28,0,0,12.72,0
