stage,blastomeres,endoderm,epidermis,eye,mesenchyme,neural,notochord,otic,paraxial_mesoderm,taste,vascular_smooth_muscle
  5-6,8.78,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.89,0,0,0,0,0,0,18.89,0,0
 24-34,0,0,0,0,0,0.96,0,0,0,0,0
 36-46,0,0,0,1.11,0,1.02,0.65,0,0,0,0
 48-58,0,0,0,0,0,1.17,0,0,0,0,0
 60-70,0,0,8.5,0,0,0,0,0,0,0,0
 84-94,0,0,0,1.42,0,0,0,0,0,0,0
 96-106,0,0,0,0,1.09,0,0,0,0,0,3.74
108-118,0,0,0,0,1.77,0,0,0,0,0.44,0
120,0,0,0,0,0,0,0,3.15,0,0,0
