stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.89,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,43.9,0,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,29.71,0,0,0,0,0,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.94,12.85,0,0,3.02,0,4.24,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.88,1.75,1.97,0,5.98,0,0,0,0,0,3.49,0,0,0,0,0,13.82,0.89,8.39,0,0,0.81,75.38,7.26,0,0.98,0,0,9.12,3.92,0.89,1.09,7.65,17.78,0,0,6.7,0,0
 24-34,0,0.66,0.84,7.25,0,0,17.78,0,0,0,3.95,1.69,0,5.74,0,1.57,0,0,0,3.62,31.73,0,0,6.6,166.85,19.31,0.77,0.68,0,0,28.94,0,1.76,0,1.31,45.1,0,0,55.1,0,1.99
 36-46,0,0.78,0,4.91,0,0,20.46,0.85,6.29,0.62,6.84,0,0,1.13,0,0,0,0,2.66,25.5,23.26,0,2.17,6.86,332.05,13.78,7.27,4.24,0,0,13.71,0,0,0,0,71,0,0,53.43,0,0
 48-58,0,0,0,11.39,0,0,40.81,0,3.24,2.09,24.34,0,0.7,4.34,8.16,0,0,0,2.43,41.25,51.11,0,3.99,5.38,471.06,33.62,2.57,1.96,0,0,20.57,0,0,0.89,0,58.14,0,0,31.8,0,5.44
 60-70,0,0,0,9.27,0,0,143.74,7.1,8.31,3.49,13.6,0,0,22.5,5.3,1.28,4.21,0,0,21.19,54.47,7.7,21.43,4.52,601.79,30.9,3.28,0.91,0,1.22,40.35,0,4.73,3.81,0,45.69,0,0,33.34,0,7.75
 72-82,0,0.61,0,8.34,6.54,0,560.44,7.86,4.17,7.42,41.04,0.65,0,10.86,6.6,0.5,4.55,1.72,0,38.27,105.69,0.56,27.03,10.35,935.22,14.31,7,6.5,0,0.8,27.69,0,3.08,0,0,67.09,1.21,14.18,76,5.84,10.19
 84-94,0,0.66,0,1.76,0,0,439.06,7.84,7.08,0,13.8,2.02,0.99,4.78,4.72,7.35,5.68,0,0.96,124.39,111.12,3.02,19.27,3.91,566.46,6.15,6.14,10.06,0,5.27,54.18,0,1.55,0,0,30.19,5.07,17.24,59.59,8.15,12.95
 96-106,0,0,0,16.47,0,0.97,542.53,0.57,1.17,0,45.81,11.11,0,4.03,13.99,0.68,11.64,0.6,7.09,84.05,79.1,8.08,36.05,6.55,546.49,9.61,9.18,5.01,0,3.14,97.01,0,3.33,0,0,22.19,0,13.1,60.46,8.5,26.34
108-118,0,0,0,27.19,8.47,8.55,638.27,0,4.14,3.95,57.51,4,0,4.69,1.51,2.28,18.96,4.02,6.44,158.89,72.08,2.58,21.19,18.99,807.88,13.13,7.99,4.65,0,4.95,68.34,0,8.17,1.92,0,31.16,0,3.45,70.35,3.65,3.2
120,0,0,0,38.71,17.86,2.02,802.5,0,0,1.6,150.99,31.56,0,9.97,3.05,7.5,19.38,3.27,11.14,34.24,134.3,0,30.42,8.48,1263.12,35.83,22.5,22.13,0,37.71,22.77,0,0,1.64,0,7.3,0,0,85.85,5.05,4.75
