stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,67.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78,0,0,0,0,0,0,0,0,0,0
  5-6,41.56,119.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.91,0,0,0,0,0,0,0,0,0,0
  7-9,0,9.07,0,19.8,0,0,0,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.62,12.96,0,0,57.34,0,0,6.94,0,0,0,0,0,0,0,0,0
 10-12,0,32.84,0,16.12,0,20.3,0,66.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.02,7.36,0,0,59.71,0,0,5.33,0,24.97,0,0,0,0,0,0,0
 14-21,0,0,4.58,3.87,16.42,3.89,0,37.89,0,0,19.16,0,6.29,0,0,0,0,0,0,0,11.24,0,0,4.96,640,4.52,1.93,8.53,4.44,0,0,0,2.38,6.16,2.91,209.73,0,0,10.85,0,0
 24-34,0,0,2.51,3.93,12.96,0,0,98.7,1.36,0,27.42,2.58,0,5.23,0,1.25,0,3.51,4.32,0.95,26.24,0,0,16.05,1647.5,6.99,22.67,8.57,0,0,11.43,0,0,6.35,1.77,362.5,0,0,84.58,0,0
 36-46,0,0,0.99,0,7.23,0.57,0,278.44,1.39,0,57.88,1.3,0,1.19,0,0.93,0,5.15,1.16,3.65,36.33,0,2.34,18.48,2286.1,0.58,19.98,6.63,0,0,4.67,0,0,6.79,0,430.82,0,0,43.99,0,0
 48-58,0,0,2.18,0,12.34,12.45,0,530.16,0,2.44,83.51,0,7.2,0.44,0.37,7.1,4,7.23,0.66,0,53.99,0,3.36,10.73,2280.45,0.55,11.14,11.68,0,0.97,1.7,0,0,4.03,0,392.26,0,1.23,19.54,0,7.01
 60-70,0,0,0,0,4.28,0,0,877.54,0,1.8,68.37,0,0,1.88,0,0.59,0,5,0,1.56,107.76,0,0.89,1.73,2248.72,0,7.37,6.73,0,1.21,0,0,0,0,0,333.77,0.81,3.79,10.87,2.1,0
 72-82,0,0,2.7,0,14.77,0.53,1.04,692.33,0,4.43,95.06,4.14,0,4.81,0.68,1.12,0,7.18,5.12,0,149.48,6.16,8.01,8.35,2094.79,1.34,18.92,6.07,0,0,0,1.65,0,1.62,0,189.79,0,0.5,22.78,3.64,2.09
 84-94,0,0,9.61,1,21.48,0.99,2.35,798.71,0,2.76,84.62,9,2.87,1.92,5,1.33,8.94,1.86,0,0,116.39,7.36,14.4,5.45,1640.94,0,17.77,15.82,0,0,9.36,0,0,3.6,0,197.69,10.63,1.17,34.13,0.98,0
 96-106,0,0,3.68,0,9.64,1.42,1.07,547.96,9.9,8.45,87.81,8.07,2.12,3.83,4.84,2.57,1.63,9.47,18.07,0,139.74,2.81,8.29,12.46,1207.75,0.57,29.84,8.91,0,0,13.62,0,0,3.77,0,82.24,6.35,4.96,25.27,3.9,0.8
108-118,0,0,2.11,0,12.47,0,13.05,660.21,1.54,1.42,121.56,8.22,0,2.79,9.54,0.58,1.94,9.12,4.13,0.78,146.49,0,21.2,5.01,1817.14,0.45,13.87,18.63,0,2.43,5.94,0,0,2.62,0,72.7,11.86,4.97,33.23,3.66,7
120,0,0,7.93,0,25.85,0,4.51,480.31,0,0,104.27,13.4,0,0,0,5.27,3.86,17.26,13,0,164.46,3.05,4.79,2.49,1974.62,1.1,28.52,10.14,0,0,6.56,0,0,4.66,0,76.29,3.06,6,10.64,3.54,0
