stage,blastomeres,epidermis,eye,glial,lateral_line,mesenchyme,neural,pronephros,spinal_cord
  5-6,32.13,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.94,0,0
 10-12,0,0,0,0,0,0,18.24,0,0
 14-21,0,0.98,1.01,0,0,0,0,0,0
 24-34,0,0,2.37,0,0,0,5.41,0,0.64
 36-46,0,0,0,0,0,0,1.45,0,0
 48-58,0,0,1.95,0,0.4,0.73,6.35,0,0
 60-70,0,0,0.6,0,0,0,0.59,0,0
 72-82,0,0.65,0,0.59,0,2.15,1.11,0.49,0
 84-94,0,0,1.31,0,0,0,0,0,0
