stage,eye,glial,mesenchyme,mural.cell,muscle,neural,notochord,paraxial.mesoderm,presomitic.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,15.87,0,11.5,0,0,0
 10-12,0,0,0,0,0,0,11.68,7.29,0,0,0
 14-21,0,0,0,0,0.88,0,0,0,3.84,0,0
 24-34,0,0,0,0,1.56,0.61,0,0,0,0,3.96
 36-46,0,0,0,0,0,1,0,0,0,0,0
 48-58,0,1.48,0,0,0,0,0,0,0,1.27,0
 60-70,0,0,0,0,0,2.51,0,0,0,0,0
 72-82,0.79,0,1.55,0,0,0.7,0,0,0,0,0
 96-106,4.89,0,1.29,0,0,0,0,0,0,0,0
108-118,0,0,0,1.96,0,0,0,0,0,0,0
