stage,blastomeres,epidermis,eye,gut,lateral.line,neural,notochord,olfactory,otic,paraxial.mesoderm
  5-6,18.74,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,10.02,3.43,0,0,5.39
 10-12,0,0,6.4,0,0,31.67,0,0,0,7.55
 24-34,0,0,0,0,0,1.72,0,0,1.55,0
 36-46,0,0,0,0,0,2.16,0,0,0,0
 60-70,0,0,2.83,0,0,0.71,0,0,0,0
 72-82,0,0.52,4.84,0,0,0,0,0.92,0.95,0
 84-94,0,0,4.96,0,0,0,0,0,1.42,0
 96-106,0,0,5.78,0,1,0,0,0,0.67,0
108-118,0,0,8.45,0,0,3.17,0,0,1.46,0
120,0,0,0,6.22,0,0,0,0,0,0
