stage,epidermis,eye,hatching.gland,immune,iridophores,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,presomitic.mesoderm,slow.muscle,somites,spinal.cord
  7-9,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,1.06,3.14,16.36,0,0.9,1.18,0,0.99,1.25
 24-34,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0.62,3.1,0,0,0,0,0
 48-58,2.77,0,0,0,3.8,0.46,0,3.33,0,0,0,9.32,0,0
 60-70,0,5.6,0,0,0,0.86,0,0,0,0,0,0,0,0
 72-82,0,0,0,3.35,0,1.63,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0.62,0,3.88,0,0,0,0,0,0
120,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0
