stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,90.3,2251.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,92.94,1251.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,0,0,0,20.4,0,50.57,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.11,33.77,0,23.31,0,0,0,140.35,0,0,0,0,0,41.12,0,0,0,0,0,0,0,0,0,0,0,831.6,57.95,0,0,462.83,0,9.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.43,0,117.35,0,17.46,0,128.96,0,0,0,0,0,64.68,0,0,0,0,0,0,0,0,0,0,0,1462.45,138.16,0,0,709.1,0,5.07,11.92,5.64,96.44,0,10.9,0,0,0,0,0,0
 14-21,0.89,0.9,1.13,15.7,451.39,106.29,0,116.34,0,0.88,0,22.77,13.74,16.61,12.17,5.42,10.46,0.96,0,1.83,5.12,160.75,0.95,0,101.61,1101.94,82.96,5.98,19.11,20.92,0,34.84,1.44,251.51,27.64,81.37,478.38,420.15,0,0,36.64,0,7.15
 24-34,0,0,2.88,7.56,119.61,26.6,0,157.5,0,14.58,8.25,72.81,8.21,6.55,11.63,38,22.41,22.07,7.2,1.7,17.21,251.3,8.1,0,139.3,1840.14,23.74,12.24,27.62,0,0.99,97.6,0,2.45,22.76,36.23,115.31,480.28,0,0,166.32,0,17.23
 36-46,0,0,0,0.63,53.6,17.63,0,197.93,4.44,21.38,17.64,115.34,0,0,8.54,46.28,33.3,65.52,11.4,6.33,19.73,317.6,3.36,4.4,125.32,1415.99,27.5,14.15,11.9,0,0,191.16,0.65,1.5,25.4,8.69,1.46,441.42,0,2.21,149.72,0.78,32.17
 48-58,0.39,0,1.03,0.43,35.98,9.17,0,331.7,9.73,12.34,19.86,232.22,0.94,16.26,10.65,33.41,0.83,133.45,6.92,4.44,24.4,362.34,4.08,5.47,63.06,1149.74,17.76,3.87,21.43,0,1.02,118.58,0,0,4.11,0.86,0,322.27,0,0.49,54.53,0.5,51.59
 60-70,0,0,0.89,0,56.13,16.99,4.29,538.54,10.87,17.52,27.1,274.36,10.43,20.69,9.17,40.17,6.85,249.06,10.59,2.71,34.47,495.72,4.31,23.55,52.33,1214.84,28.37,3.67,14.9,0,7.86,109.25,0,0,6.09,6.68,0,187.22,0,11.47,53.22,7.55,116.8
 72-82,0,0,3.26,3.31,64.74,92.94,0,592.87,3.51,5.82,23.29,275.05,17.74,5.19,10.76,58.11,11.46,194.31,14.2,2.99,14.14,666.21,5.1,19.95,69.87,925.17,5.06,13.54,24.38,0,10.18,110.13,0,0,5.17,4.42,0,127.1,6.23,16.04,90.73,14.6,76.23
 84-94,0,0,5.4,0,122.66,109.62,0.95,521.68,3.03,27.77,25.93,243.4,20.47,9.16,8.32,84.5,19.57,305.86,9.41,6.01,16.68,591.05,5.02,34.7,61.17,740.13,14.26,12.34,35.56,0,6.09,254.55,0,0,15.93,0.78,0,99.98,8.26,17.89,97.13,18.44,39.61
 96-106,2.68,0,13.12,0,139.31,190.71,3.09,472.32,4.34,24.94,8.78,336.34,33.63,0,22.44,95.1,16.63,297.52,18.9,5.4,7.81,688.81,10.07,28.74,60.44,726.52,12.75,22.72,38.59,0,20.99,207.76,0,0,21.37,3.51,0,65.22,28.48,29.05,117.81,37.25,72.64
108-118,0.45,0,9.81,0,173.61,91.51,18.6,529.06,15.07,43.3,33.1,362.7,41.78,0,13.65,108.94,21.25,386.63,11.27,7.48,18.45,834.89,3.99,40.08,78.82,1064.61,21.98,9.75,38.81,0,15.34,185.04,0,0,20.87,3.22,0,28.77,20.7,26.33,86.49,36.8,80.68
120,0,0,20.91,0,187.24,121.12,1.71,437.07,3.95,39.04,40.27,359.93,61.37,0,18.8,176.92,26.29,217.24,3.89,18.25,7.88,635.96,8.9,62.25,67.42,1237.1,42.82,33.29,26.78,0,15.07,135.44,0,0,17.85,3.56,0,38.91,21.11,14.73,130.02,41.52,18.09
