stage,epidermis,fin.epithelia,mesenchyme,neural,periderm,pronephros,somites,spinal.cord
 10-12,0,0,0,0,0,5.22,0,0
 14-21,0.87,0.82,0,0,0,0,0.99,0
 24-34,0,0,0,1.55,0,0,0,0.85
 36-46,0,0,4.12,1.9,0,0,0,0
 48-58,0.62,0,0,0.91,0,0,0,0
 72-82,1.16,0,0,0.69,0,0,0,0
 96-106,0.89,0,0,0,2.51,0,0,0
108-118,0,1.34,0,0,0.86,0,0,0
