stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.61,109.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.83,236.86,0,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,7.66,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.3,4.42,0,10.8,0,0,0,55.81,0,0,0,0,0,7.09,0,0,0,0,0,0,0,0,0,0,0,374.23,23.23,0,0,122.38,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.72,0,6.41,0,7.97,0,53.36,0,0,0,0,0,35.06,0,0,0,0,0,0,0,0,0,0,0,515.06,20.88,0,0,54.72,0,14.54,0,30.45,0,0,0,0,0,0,0,0
 14-21,0,0,0,7.78,46.35,17.94,0,14.09,0,0,0,2.18,3.47,1.97,1.83,0,0,0,0,0,0,12.26,0,0,12.56,148.88,0.87,0.84,0.81,10.51,20.2,1.12,46,1.69,14.22,45.2,52.88,0,0,1.77,0,1.92
 24-34,0,0,0,2.75,9.39,0.89,0,14.84,0,0.85,0,2.99,1.31,0,0,1.31,0,0,0.82,0,1.23,9.84,0.63,0,12.51,138.04,0,4.75,1.99,0,4.4,0,0,0.94,0,8.02,45.6,0,0,10.13,0,0.63
 36-46,0,0,0,0,38.42,0,0,15.6,0.59,4.76,0.62,11.61,8.68,0,0,0.81,0,0,0.68,1.34,0.61,23.35,0,0,1.63,157.09,0,8.83,3.49,0,14.98,0,0,2.78,4.82,0,29.17,0,0,7.61,0,0.57
 48-58,0,0,0,0,15.59,1.68,0,31.3,0,9.49,1.17,12.89,1.26,2.4,0.9,10.53,0,0,2.46,0,0,24.63,1.15,4.09,2.57,142.59,0,4.83,6.81,0,10.5,1.63,0,0,0.46,0,13.93,0,0,2.27,0,0
 60-70,0,0,0,0,40.54,0.61,0,73.16,0,19.88,0.98,9.44,12.39,0,0,8.47,0,0,1.16,6.58,0,65.47,0,2.05,2.23,103.09,0,1.82,4.14,0,21.81,0,0,0,0,0,2.63,0,0.8,13.33,0,0
 72-82,0,0,0.68,0,6.77,2.39,0,74.74,0,3.56,0.59,10.5,6.58,0,0.89,1.89,0,0,0,1.76,0,28.34,1.23,1.41,2.02,120.75,0,8.95,4.71,0,3.37,0,0,0,0,0,13.16,0,0.75,8.99,2.09,0
 84-94,0,0,0,0,18.53,0,0.59,30.13,0,7.92,2.39,6.32,1.88,0,0,9.62,3,0,1.87,1.22,2.21,39.04,0.57,6.55,4.46,55.45,0,4.77,5.84,0,22.47,0,0,1.79,0,0,6.7,0,1.23,10.45,0,0
 96-106,0,0,0,0,12,4.41,0.8,39.95,0,1.7,2.81,6.12,9.19,0,0,12.06,0,0,0,12.43,0,26.61,1.89,3.05,0,45.41,0.57,19.19,5.85,0,13.72,0,0,0.71,0,0,7.08,0,1.27,5.91,1,0
108-118,0,0,0,0,17.17,2.83,0,48.98,0,6.78,0.82,18.61,3.29,0,0,30.98,1.83,0.65,0,1.82,0,28.24,1.82,0,0,69.15,1.45,6.61,8.01,0,29.12,0,0,0.85,0,0,1.8,1.63,2.74,5.81,0,0
120,0,0,0,0,45.92,12.9,0,30.69,0,6.57,0,1.99,0,0,0,91.82,0,0,0,0,0,14.64,1.63,0,0,64.59,1.62,0,1.28,0,21.1,3.83,0,0,0,0,1.19,0,0,6.97,0,0
