stage,epidermis,fin.epithelia,glial,immune,mesenchyme,neural,olfactory,otic,spinal.cord,vasculature
 24-34,0.6,0,0,0,0,0,0,0,0.71,0
 36-46,0,0,0,0,0,0.61,0,0,0,0
 48-58,0,0,0.8,0,0,14.85,0,0,0,0
 60-70,0,0,0,0,1.26,26.84,1.17,0,0,0
 72-82,0,0,0,0,1.65,40.36,0,3.88,0,2.66
 84-94,0,0,0,0,0,10.57,0,0,7.45,0
 96-106,0,0,2.38,0,0,37.1,2.27,0,0,0
108-118,0,0,0,0.88,0,36.31,0,0,0,0
120,0,1.37,0,0,0,28.7,0,0,0,0
