stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,0.87,402.1,67.76,0,103.34,0,1.99,0,22.94,4.45,0,36.38,0.94,5.92,2.09,0,10.82,0,373.96,1.09,0,156.64,932.85,77.2,9.17,22.12,45.75,0,36.79,1.1,114.05,3.16,65.44,147.33,201.58,0,0,8.47,0,0.98
 24-34,0,1.48,5.97,263.67,15.56,0,389.83,0,3.57,13.37,39.19,5.04,0,27.72,0.6,2.43,2.53,9.22,1.93,0,877.5,1.5,5.67,123.77,3176.57,44.12,23.02,96.99,0,5.5,28.35,0,0,4.72,4.66,29.73,456.35,0,0,72.45,0,5.59
 36-46,0,2.54,0,114.42,5.23,0,1590.33,9.11,11.06,5.33,153.85,3.5,0.76,61.91,11.48,5.56,13.55,9.75,2.45,1.09,892.82,0,17.82,134.51,5170.65,29.25,30.39,47.9,0,18.5,34.83,0,1.05,7.39,21.04,2.06,1024.07,0,2.9,84.66,0.78,2.99
 48-58,1.16,0,0.42,64.75,5.39,0,2214.79,20.97,13.45,16.37,220.49,1.22,0,45.49,9.63,6.64,36.07,8.77,7.39,1.73,841.3,3.21,27.62,142.38,3940.29,19.27,11.85,52.09,4.77,14.38,35.66,0.65,0,1.08,18.13,0,795.32,0,5.62,90.22,1.28,9.8
 60-70,0.81,1.39,0,89.15,11.12,0,2544.84,16.81,18.99,8.12,147.46,6.5,2,53.65,8.42,6.2,25.64,5.57,12.38,2.57,707.14,1.86,42.39,81.35,3619,9.77,5.44,32.78,0,5.6,35.1,0,0,1.56,7.53,0,481.81,2.13,26.77,102.69,4.79,22.82
 72-82,0,4.5,0.75,58.65,188.05,0,1295.82,17.11,12.23,19.05,125.17,13.07,0.6,28.73,8.56,3.78,22.51,6.02,1.08,4.44,709.64,0.51,22.55,63.75,2799.75,6.63,24.81,45.98,6.76,7.08,36.05,0,0,2.06,6.64,0,297.7,7.97,21.99,152.98,30.75,44.99
 84-94,0,11.87,1.04,69.49,154.54,0,1057.96,22.11,11.13,7.9,94.29,29.45,4.97,16.45,15.05,2.29,44.9,15.2,3.75,4.85,639.7,5.59,43.08,52.58,2067.38,8.21,7.62,69.67,0,11.38,45.56,1.4,0,4.34,23.46,0,174.76,4.89,25.43,159.18,28.99,19.73
 96-106,0,5.62,0,109.3,137.56,1.94,1065.83,19.52,8.39,22.44,87.99,18.73,0,23.65,26.21,3.7,27.39,7.92,17.89,2.22,565.32,12.54,21.6,33.07,1929.92,9.87,18.01,55.95,0,14.59,67.28,2.06,0,10.16,6.83,0,178.62,8.16,27.62,123.1,22.89,23.46
108-118,0,0.57,1.75,83.96,84.39,1.7,1091.94,20.28,10.19,19.45,127.89,23.43,0,8.09,19.76,6.34,53.38,8,16.21,8.53,564.99,9.74,23.24,47.99,2706.63,9.69,8.33,47.48,0,12.05,43.38,0,0,2.24,8.14,0,134.28,5.29,36.08,122,24.62,38.24
120,0,3.64,0,51.76,79.69,0,1149.79,39.55,18.53,14.09,188.4,16.28,0,7.21,26.29,0,47.48,18.53,19.31,10.78,423.05,16.67,60.36,43.28,4095.2,44.7,11.88,87.87,0,27.97,29.52,0,0,1.22,7.77,0,159.89,1.53,30.1,105.57,11.91,0
