stage,blastomeres,epidermis,eye,glial,iridophores,melanocytes,neural,otic,periderm,spinal_cord
  5-6,7.84,0,0,0,0,0,0,0,0,0
 14-21,0,0.94,0,0,0,0,0,0,0,0
 24-34,0,0,0,3.44,0,0,2.78,0,0,0
 36-46,0,0,0,0,0,0,1.48,0,0,5.41
 48-58,0,0,0.39,0,6.09,0,0,0.38,0,0
 60-70,0,0,0,0,0,0,0.73,0,0.82,0
 72-82,0,0,0.69,2.79,0,0,0,0,0,0
 84-94,0,0,0,0,0,4.51,0,5.55,1.13,0
 96-106,0,0,0,3.57,0,0,1.97,0,1.05,0
108-118,0,0,0,0,0,0,0,2.41,0.8,0
