stage,erythrocytes,eye,fin.mesenchyme,glial,mesenchyme,muscle,neural,olfactory,spinal.cord,vasculature
 24-34,0,0,0,0,2.81,1.31,0,0,0,0
 36-46,0,0,0,0,9.07,0,3.92,0,0,10.93
 48-58,0,0.45,0,0,6.84,0,5.4,0.93,0,0
 60-70,0,0,0,0,12.57,0,16.75,0,0,0
 72-82,1.69,0,1.04,0,22.41,0,0,0,0,0
 84-94,0,1.05,0,3.2,7.13,0,0,0,0,0
 96-106,5.67,0,2.34,0,6.31,0,0,0,1.46,0
108-118,0,0.59,0,0,7.58,0,0,0,0,0
120,0,0,0,0,5.15,0,6.83,0,0,0
