stage,erythrocytes,eye,fin.epithelia,glial,neural,olfactory,otic
 24-34,0,0,0,0,2.16,0,0
 36-46,0,1.05,5.83,1.33,0,0,2.08
 48-58,1.52,0,0,0,5.64,1.07,0
 72-82,2.23,0,0,0,0,0.65,0
 84-94,0.57,0,0,0,0,1.31,2.99
 96-106,1.63,0,0,0,0,0,0
108-118,0.61,0,0,0,0,2.77,0
120,0,11.22,0,4.69,0,0,0
